"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.alpha","log2fold_change","Auc"
"955","ITPR1","hurdle",4.60248994012507e-07,3.587134,5.836341,2.249207,0.589
"661","FAM46C","hurdle",0.000410998158816897,4.923359,6.263974,1.340615,0.589
"466","CRELD1","hurdle",4.60743595761437e-06,5.902404,7.158654,1.25625,0.589
"50","AGA","hurdle",0.0042127461635865,5.446587,6.19319,0.746603,0.589
"2009","TTC39A","hurdle",0.0114246775036261,6.198551,7.114294,0.915743,0.588
"1841","STC2","hurdle",7.80164777838205e-05,3.980977,5.250728,1.269751,0.588
"1647","SCD","hurdle",2.84335566579998e-05,7.638286,8.871104,1.232818,0.588
"1343","PCBD1","hurdle",0.00268807329460969,7.30803,7.949879,0.641849000000001,0.588
"857","HEPACAM2","hurdle",0.0026111769614297,7.183132,8.053887,0.870755,0.588
"449","CORO7","hurdle",0.000414583543039458,4.176232,5.477305,1.301073,0.588
"383","CEP85L","hurdle",3.87695092906831e-05,3.420648,5.184432,1.763784,0.588
"372","CELF4","hurdle",0.00436237636701789,5.555145,6.24543,0.690284999999999,0.588
"1332","PAM","hurdle",0.00542397488172451,9.247461,9.827825,0.580364000000001,0.587
"1140","MAPRE3","hurdle",0.00626185697840824,5.895785,6.545586,0.649801,0.587
"708","FKBP1B","hurdle",4.06271992188892e-06,4.95812,6.305212,1.347092,0.587
"130","ARMCX1","hurdle",0.000500214328278319,5.625701,6.563635,0.937933999999999,0.587
"1999","TSPAN33","hurdle",5.47555108259855e-05,3.728492,5.597563,1.869071,0.586
"1846","STMN1","hurdle",0.00290776817755416,7.231682,7.848497,0.616815,0.586
"1803","SPCS1","hurdle",0.000257463885354348,8.256333,8.809982,0.553649,0.586
"1740","SLC35B1","hurdle",0.00031696821439259,6.777207,7.432208,0.655001,0.586
"1378","PDK3","hurdle",4.02832676059174e-06,6.652638,8.068553,1.415915,0.586
"1173","MFSD3","hurdle",0.00128200274552023,5.183295,6.2846,1.101305,0.586
"783","GNAI1","hurdle",0.000390113254238517,6.613491,7.605548,0.992057,0.586
"10","ABCG2","hurdle",7.92146694850004e-10,0.5495846,4.1571292,3.6075446,0.586
"2032","UBE2QL1","hurdle",0.000200774971006682,4.28899,5.637907,1.348917,0.585
"1954","TMEM74B","hurdle",1.4717209779699e-05,3.305648,4.678134,1.372486,0.585
"1930","TMEM141","hurdle",0.000422649776508455,7.027265,7.738979,0.711714,0.585
"1859","SV2A","hurdle",0.0025048459767763,5.313121,6.194912,0.881791000000001,0.585
"1668","SEPT3","hurdle",9.29810360224749e-05,3.744414,5.484576,1.740162,0.585
"1457","POU6F2","hurdle",2.51167616150729e-07,2.101533,4.673155,2.571622,0.585
"1155","MBOAT4","hurdle",2.7920693266447e-06,3.572924,5.903458,2.330534,0.585
"761","GDI1","hurdle",0.00200978260497113,7.179513,7.907509,0.727996,0.585
"387","CES4A","hurdle",0.000289784991772414,4.181575,5.598686,1.417111,0.585
"78","ANG","hurdle",0.000553105018449601,4.243902,5.56825,1.324348,0.585
"1956","TMEM8A","hurdle",0.000626631978185918,5.931565,7.095929,1.164364,0.584
"1060","LGI3","hurdle",3.5406462566431e-06,2.617928,5.030018,2.41209,0.584
"740","G6PC2","hurdle",0.00860603249346138,7.654495,8.616003,0.961507999999999,0.584
"1955","TMEM86B","hurdle",3.24116956257623e-05,4.12794,5.756143,1.628203,0.583
"1932","TMEM147","hurdle",0.00237890299793135,7.998269,8.74628,0.748011000000001,0.583
"1594","RIIAD1","hurdle",4.28675931449309e-05,3.168518,4.66626,1.497742,0.583
"1287","NOL4","hurdle",0.00395739303299673,5.46481,6.462936,0.998126,0.583
"1179","MLIP","hurdle",7.8640176085353e-07,2.836915,5.378407,2.541492,0.583
"411","CLCN4","hurdle",0.000225685415759791,3.963174,5.416048,1.452874,0.583
"233","C18orf42","hurdle",2.15197627144656e-05,2.953144,5.205534,2.25239,0.583
"1742","SLC35F3","hurdle",9.70617008869326e-05,3.922776,5.415607,1.492831,0.582
"1049","LBH","hurdle",0.00309909676770701,5.62089,6.711112,1.090222,0.582
"988","KCNMB2","hurdle",0.00134649241124059,5.785494,6.676245,0.890751,0.582
"977","KCNIP1","hurdle",3.00850930831916e-05,3.460943,5.672515,2.211572,0.582
"188","BAIAP2L2","hurdle",1.77197681250654e-11,-0.3052799,4.3659411,4.671221,0.582
"2076","VWA5A","hurdle",0.0121817354814508,6.804041,7.573835,0.769794,0.581
"2033","UBE2S","hurdle",0.00231218040608879,4.0968,4.906731,0.809931,0.581
"1951","TMEM61","hurdle",0.00131272868755319,4.699016,5.72281,1.023794,0.581
"1938","TMEM179","hurdle",0.000218337210453958,3.785703,5.496678,1.710975,0.581
"1878","TBL1X","hurdle",0.00506177174981411,5.430242,6.594699,1.164457,0.581
"1646","SCARB1","hurdle",0.000685669182924701,4.632533,6.447257,1.814724,0.581
"1589","RGS7","hurdle",6.80631139604997e-05,3.781432,5.419086,1.637654,0.581
"1507","PRRG2","hurdle",0.00150166667699304,4.357219,5.553187,1.195968,0.581
"813","GPRASP1","hurdle",0.000350127873014918,4.917981,5.542615,0.624633999999999,0.581
"3","AAED1","hurdle",0.00409332702111854,4.746243,5.6367,0.890457,0.581
"2067","VPS13A","hurdle",0.00309178978044982,5.463505,6.256065,0.792560000000001,0.58
"1676","SESN2","hurdle",0.00070544908476088,5.384021,6.518428,1.134407,0.58
"1669","SEPT6","hurdle",0.00456070737854959,5.360497,6.163417,0.80292,0.58
"351","CDC42EP3","hurdle",0.000143817756339819,6.280475,7.271739,0.991264,0.58
"340","CD36","hurdle",2.86953954420295e-06,2.818793,5.480763,2.66197,0.58
"92","AP1S2","hurdle",0.0034526955734735,4.489974,5.943788,1.453814,0.58
"2096","WNT4","hurdle",0.00399572740385951,5.786521,6.421069,0.634548000000001,0.579
"1852","STXBP1","hurdle",0.000832950038788347,7.301922,7.985834,0.683911999999999,0.579
"1671","SERPINA10","hurdle",1.72733394885004e-07,2.368706,5.312169,2.943463,0.579
"1490","PRKCE","hurdle",0.00127956107353199,3.881726,5.467078,1.585352,0.579
"1118","MAMLD1","hurdle",4.59855174636703e-06,2.790267,5.175498,2.385231,0.579
"360","CDK5R2","hurdle",0.00519421176313785,4.816795,5.974007,1.157212,0.579
"228","C14orf1","hurdle",0.00144106922515372,6.446567,7.302226,0.855659,0.579
"1925","TMED5","hurdle",0.00580774593543642,5.962117,6.70256,0.740443,0.578
"1863","SYNDIG1","hurdle",4.33676340808186e-07,2.293591,5.219403,2.925812,0.578
"1835","ST8SIA3","hurdle",0.00714956234146087,5.486573,6.334881,0.848308,0.578
"1819","SQLE","hurdle",0.0290422867214449,6.536731,7.235998,0.699267000000001,0.578
"1535","PYROXD2","hurdle",2.27746341913519e-06,3.058601,5.494114,2.435513,0.578
"1051","LDB2","hurdle",5.27324234290044e-07,1.70901,5.017531,3.308521,0.578
"943","IQSEC3","hurdle",7.5192272895874e-05,2.972716,4.732808,1.760092,0.578
"728","FRRS1L","hurdle",1.88440241523824e-05,2.742721,4.729972,1.987251,0.578
"578","EMB","hurdle",0.00421470408620298,4.595366,5.513864,0.918498,0.578
"280","CA11","hurdle",0.00173495367038604,4.223409,5.425579,1.20217,0.578
"2036","UCN3","hurdle",9.88159870915266e-05,3.515398,5.324708,1.80931,0.577
"1898","TEX30","hurdle",0.0043965407347907,4.457649,5.699226,1.241577,0.577
"1440","PMVK","hurdle",0.0342811148238524,6.636937,7.22924,0.592303,0.577
"1327","PAFAH1B3","hurdle",0.00626407252303163,5.898564,6.769466,0.870902,0.577
"1265","NFASC","hurdle",0.0148564744967234,5.508068,6.599294,1.091226,0.577
"1229","MYO3A","hurdle",0.00321741725984838,4.800462,5.854319,1.053857,0.577
"1095","LRRC4","hurdle",4.70365881188856e-07,1.135333,3.970526,2.835193,0.577
"392","CGRRF1","hurdle",0.0014229413696263,5.052669,6.198667,1.145998,0.577
"296","CALY","hurdle",0.00172800850953111,5.542011,6.491951,0.949940000000001,0.577
"2113","ZFAND2B","hurdle",0.0202214872786668,5.984111,6.571094,0.586983,0.576
"1861","SYDE2","hurdle",1.80248951699059e-06,1.87822,4.293376,2.415156,0.576
"1376","PDE6B","hurdle",0.000533528738213793,3.490018,4.865844,1.375826,0.576
"681","FBXL15","hurdle",0.00075045833639097,6.088697,6.909345,0.820648,0.576
"14","ABHD14A","hurdle",0.00481770436142662,5.818071,6.550846,0.732775,0.576
"2120","ZHX1","hurdle",0.0615554014115585,5.566484,6.436712,0.870228,0.575
"1906","THOP1","hurdle",0.000635543337473096,4.305607,5.527177,1.22157,0.575
"1578","REEP2","hurdle",0.00957961024578268,4.913689,5.776761,0.863072,0.575
"1382","PDZD2","hurdle",0.000115993487553002,2.553439,4.46509,1.911651,0.575
"1336","PARD6A","hurdle",0.00116951824006772,4.242887,5.370552,1.127665,0.575
"1012","KIF19","hurdle",7.34998014861401e-09,0.6088916,4.6371579,4.0282663,0.575
"764","GFOD2","hurdle",0.00134935954641958,5.380585,6.420525,1.03994,0.575
"483","CTBS","hurdle",0.00108043942694684,5.943802,6.72832,0.784518,0.575
"2111","ZDHHC14","hurdle",0.00279073797091343,4.281969,5.275628,0.993659,0.574
"2081","WBSCR22","hurdle",0.0202635332137649,6.624727,7.268149,0.643422,0.574
"1727","SLC25A33","hurdle",0.00336677884702884,4.345242,5.427342,1.0821,0.574
"1550","RAB3GAP2","hurdle",0.00464349068929137,5.84439,6.541663,0.697273,0.574
"1403","PHTF2","hurdle",0.00443373629684905,5.471579,6.479817,1.008238,0.574
"1007","KIAA1549L","hurdle",6.47434368318596e-05,2.931405,4.953076,2.021671,0.574
"426","CMTM6","hurdle",0.00994761430514624,7.088659,7.617661,0.529002,0.574
"199","BID","hurdle",0.0202892450871004,5.542584,6.149767,0.607183,0.574
"1943","TMEM25","hurdle",0.002557002125164,5.575463,6.433843,0.85838,0.573
"1860","SWSAP1","hurdle",0.00110027091229454,3.557662,5.021314,1.463652,0.573
"1542","RAB11A","hurdle",0.0410296140238815,8.246838,8.753742,0.506904,0.573
"1390","PER2","hurdle",0.00716544620278467,5.071647,5.888742,0.817095,0.573
"1289","NOVA1","hurdle",0.0149916109920125,4.730823,5.371003,0.64018,0.573
"1261","NEU1","hurdle",0.0146225639410787,7.871876,8.793994,0.922117999999999,0.573
"1176","MIA2","hurdle",0.00258743673284599,3.923863,5.504312,1.580449,0.573
"1046","LARP4B","hurdle",0.00312430635638276,5.760005,6.549665,0.78966,0.573
"828","GRM4","hurdle",0.000634847744582501,3.802445,5.249631,1.447186,0.573
"342","CD55","hurdle",0.00263324820841717,6.131476,7.194712,1.063236,0.573
"289","CACNG4","hurdle",1.64882013397708e-06,1.58646,4.269109,2.682649,0.573
"277","C9orf142","hurdle",0.0163244504335941,5.467611,6.105852,0.638241,0.573
"164","ATP6V0D1","hurdle",0.0246853054320042,7.678022,8.27677,0.598748000000001,0.573
"111","AQP7","hurdle",8.89585804207398e-06,2.462309,4.845481,2.383172,0.573
"91","AP1S1","hurdle",0.000631862371403571,6.254511,6.938956,0.684445,0.573
"1998","TSPAN31","hurdle",0.0336068123204578,6.058337,6.595118,0.536781,0.572
"1981","TRAPPC9","hurdle",8.07853860962544e-05,4.620975,6.007208,1.386233,0.572
"1908","THRB","hurdle",0.000844978431196482,3.709568,5.253972,1.544404,0.572
"1773","SMARCA2","hurdle",0.0565792104695714,6.484961,7.338155,0.853194,0.572
"1636","SACS","hurdle",0.00139131846190272,3.511802,4.880546,1.368744,0.572
"1313","OCRL","hurdle",0.00135956562333619,4.633007,5.938473,1.305466,0.572
"1013","KIF1A","hurdle",0.00671347013419387,7.089535,7.804311,0.714776000000001,0.572
"720","FOXA3","hurdle",0.00709191508370444,4.330137,5.200669,0.870532000000001,0.572
"683","FBXL5","hurdle",0.000210527020037421,5.971845,7.016164,1.044319,0.572
"667","FAM83B","hurdle",7.08131384025279e-06,1.740999,4.486147,2.745148,0.572
"659","FAM46A","hurdle",0.0353252361242889,6.863311,7.528362,0.665051,0.572
"182","B3GNT9","hurdle",0.00048221806590892,4.312411,5.733172,1.420761,0.572
"2104","YWHAH","hurdle",0.0577276758047868,7.689917,8.204129,0.514212,0.571
"1750","SLC39A1","hurdle",0.0309067719507392,6.825899,7.631802,0.805903000000001,0.571
"1518","PTGER3","hurdle",1.263003963336e-06,1.494834,4.671103,3.176269,0.571
"1320","OS9","hurdle",0.00385239252820109,8.012218,8.585906,0.573687999999999,0.571
"906","HTR1F","hurdle",0.000396233607346092,3.119675,4.750941,1.631266,0.571
"804","GPR137B","hurdle",0.0049421022564652,4.36006,5.405257,1.045197,0.571
"747","GALNT14","hurdle",2.84148094272894e-05,2.847174,4.90058,2.053406,0.571
"700","FGF12","hurdle",0.000407413953466004,4.752066,5.832543,1.080477,0.571
"210","BTBD11","hurdle",1.65444470869101e-07,1.235744,4.702889,3.467145,0.571
"191","BCAS4","hurdle",0.00223441820728716,4.327198,5.38852,1.061322,0.571
"127","ARL15","hurdle",0.0052108381690853,4.819427,5.53706,0.717633,0.571
"48","ADRBK2","hurdle",0.0102464512090651,4.874481,6.012418,1.137937,0.571
"1901","TGFBR3L","hurdle",0.000738382608545326,3.426528,4.621386,1.194858,0.57
"1618","RPP25","hurdle",0.00845719826957128,5.122617,6.02253,0.899913,0.57
"1601","RNASE4","hurdle",0.00202893352751983,5.577081,6.932174,1.355093,0.57
"1582","RFX2","hurdle",0.000651524649075437,3.548233,4.895497,1.347264,0.57
"1198","MSANTD1","hurdle",9.98154704237705e-09,0.4154534,4.3095083,3.8940549,0.57
"1193","MRC1","hurdle",6.23737560840396e-09,0.3772913,4.1953005,3.8180092,0.57
"455","COX7A1","hurdle",0.00795022510296043,6.066752,7.043225,0.976472999999999,0.57
"423","CLSTN3","hurdle",0.00377761930000602,4.718924,5.836802,1.117878,0.57
"1867","SYT17","hurdle",0.0108894974686563,4.984429,5.592213,0.607784,0.569
"1775","SMC2","hurdle",0.00852360071875806,4.27306,5.306698,1.033638,0.569
"1766","SLC8A2","hurdle",0.00149035687067044,3.390473,4.706006,1.315533,0.569
"1733","SLC29A1","hurdle",0.0103364735200296,6.915106,7.696438,0.781332,0.569
"1645","SCAMP5","hurdle",0.00373356082156682,6.184796,7.142475,0.957679,0.569
"1539","QSOX2","hurdle",0.00926583337542723,4.116737,5.030288,0.913551,0.569
"1102","LSAMP","hurdle",0.00192279737531764,4.664971,6.057209,1.392238,0.569
"854","HECW2","hurdle",6.42874845798629e-07,0.9393497,4.2781904,3.3388407,0.569
"563","ECH1","hurdle",0.00572126261903487,7.908795,8.70025,0.791455000000001,0.569
"469","CRIP1","hurdle",6.04641117480294e-05,1.803153,3.612787,1.809634,0.569
"368","CECR1","hurdle",0.0125531446980308,6.15497,7.155439,1.000469,0.569
"1844","STK32B","hurdle",1.73959152957381e-07,0.3608542,4.1804271,3.8195729,0.568
"1817","SPTBN4","hurdle",0.0023509999898176,3.996067,4.811263,0.815196,0.568
"1808","SPINK4","hurdle",4.1057282722382e-06,1.977318,4.791606,2.814288,0.568
"1621","RPS6KA3","hurdle",0.00362812974451465,5.895858,6.797389,0.901531,0.568
"1568","RASGRF1","hurdle",0.00151079518789412,3.91517,4.93868,1.02351,0.568
"1552","RAB6B","hurdle",0.00124533148167028,3.612043,4.936738,1.324695,0.568
"1396","PGR","hurdle",0.00284504623372165,5.385871,6.280155,0.894284,0.568
"1129","MAP7D2","hurdle",0.00639426870600437,4.515843,5.36271,0.846867,0.568
"1050","LCLAT1","hurdle",0.000331313040383545,4.277891,5.755251,1.47736,0.568
"664","FAM63A","hurdle",0.000804412676000062,4.813663,6.067546,1.253883,0.568
"209","BSN","hurdle",0.00349336521211913,4.134539,5.180394,1.045855,0.568
"1853","STXBP6","hurdle",0.0110755648702977,5.003243,5.569304,0.566060999999999,0.567
"1365","PCK2","hurdle",0.0264111355100819,5.608572,6.324181,0.715609000000001,0.567
"1209","MTSS1","hurdle",0.0195823438309212,5.336907,6.095176,0.758269,0.567
"1156","MBOAT7","hurdle",0.020442547173421,6.164658,7.015275,0.850617,0.567
"685","FBXO17","hurdle",0.0254279414249032,5.006622,5.590739,0.584117,0.567
"553","DPP7","hurdle",0.0681617596011365,8.127243,8.645176,0.517932999999999,0.567
"438","COBL","hurdle",0.00431106831879549,4.245333,5.452478,1.207145,0.567
"112","ARAF","hurdle",0.0145742606569734,5.511284,6.02476,0.513476,0.567
"1968","TOLLIP","hurdle",0.00352199160743133,7.039977,7.825935,0.785958,0.566
"1629","RTN4RL2","hurdle",1.52459371091468e-05,1.636252,3.18625,1.549998,0.566
"1248","NCALD","hurdle",0.032238024710457,5.600715,6.398703,0.797988,0.566
"1149","MAT1A","hurdle",0.000147458640502812,2.74001,5.039366,2.299356,0.566
"1131","MAPK10","hurdle",0.00322694118449154,4.776303,5.890385,1.114082,0.566
"831","GSTO2","hurdle",0.0609744809240767,5.831534,6.591335,0.759801,0.566
"829","GRSF1","hurdle",0.0121085792017814,7.142876,7.775354,0.632478,0.566
"298","CAMK2D","hurdle",0.0363661288447588,6.081683,6.806888,0.725205,0.566
"253","C2CD4A","hurdle",0.00912591658761089,4.246727,5.469872,1.223145,0.566
"2084","WDR59","hurdle",7.14882651928522e-05,4.889498,6.328166,1.438668,0.565
"2068","VPS41","hurdle",0.0274863202218339,6.10803,6.824153,0.716123,0.565
"1829","ST18","hurdle",0.0259120011114583,5.483455,6.201365,0.71791,0.565
"1825","SSBP2","hurdle",0.0415227853750964,5.85197,6.51885,0.66688,0.565
"1627","RTBDN","hurdle",0.00217027431376619,3.727495,5.075137,1.347642,0.565
"1339","PARP6","hurdle",0.0069456178512966,5.517377,6.388443,0.871066,0.565
"1126","MAP3K15","hurdle",5.00942838927327e-06,1.387992,3.990327,2.602335,0.565
"1055","LDLRAP1","hurdle",0.00641269092955044,6.037903,6.863399,0.825496,0.565
"712","FLNB","hurdle",0.000247558671607195,6.386974,7.328773,0.941799,0.565
"496","DACH1","hurdle",0.0161822571867589,4.70907,5.663257,0.954187,0.565
"362","CDKN1C","hurdle",0.00250828860172301,5.381805,6.59057,1.208765,0.565
"341","CD46","hurdle",0.000346496483299278,8.169856,9.092088,0.922232000000001,0.565
"192","BCAT2","hurdle",0.00972922271212968,5.99839,6.810198,0.811808,0.565
"186","B9D1","hurdle",0.01162013738121,5.28307,6.13431,0.85124,0.565
"135","ARSA","hurdle",0.049255240495258,6.756665,7.266618,0.509953,0.565
"100","APOA1BP","hurdle",0.000125526127966669,7.349704,8.058578,0.708874000000001,0.565
"93","AP3B2","hurdle",0.00102164332427053,4.232379,4.849152,0.616773,0.565
"1963","TMUB1","hurdle",0.0314670129904972,5.893962,6.829542,0.93558,0.564
"1870","SYTL1","hurdle",0.0296963576137142,5.154163,5.759968,0.605805,0.564
"1849","STON2","hurdle",0.00367979658861897,3.741979,4.955893,1.213914,0.564
"1784","SNTG1","hurdle",0.000318848502498329,2.500697,4.370963,1.870266,0.564
"769","GLB1","hurdle",0.000867264043197396,7.274887,8.133473,0.858586000000001,0.564
"623","FAF2","hurdle",0.0116927512218357,5.664231,6.550824,0.886593,0.564
"437","COA3","hurdle",0.0326179811761286,7.750589,8.367352,0.616763000000001,0.564
"374","CELSR3","hurdle",0.00567049386882026,4.118586,5.107797,0.989211,0.564
"317","CCDC153","hurdle",0.000466248580114738,2.403032,3.983203,1.580171,0.564
"58","AK2","hurdle",0.000397499912006172,6.839832,7.385405,0.545573,0.564
"2123","ZMPSTE24","hurdle",0.0583979402294981,6.194657,6.857667,0.66301,0.563
"2020","TUBG2","hurdle",0.0122392564726062,4.199719,5.348734,1.149015,0.563
"1953","TMEM63C","hurdle",0.00238962539996301,3.435074,4.321517,0.886443,0.563
"1725","SLC25A22","hurdle",0.0133793925329606,4.819145,5.85748,1.038335,0.563
"1585","RGS11","hurdle",0.00564280751781684,3.998547,4.849807,0.85126,0.563
"1099","LRRC8D","hurdle",0.0194211969858999,4.505846,5.652972,1.147126,0.563
"938","INSIG1","hurdle",0.00726581221192767,7.363064,8.549414,1.18635,0.563
"480","CSRNP3","hurdle",0.021814293060523,4.428576,5.555009,1.126433,0.563
"367","CEACAM19","hurdle",0.00290089738788073,3.212605,4.427967,1.215362,0.563
"337","CD200","hurdle",0.0345044103239463,5.954719,6.657169,0.70245,0.563
"244","C1orf210","hurdle",0.0484809079673173,5.259177,5.903614,0.644437,0.563
"2116","ZFP36","hurdle",0.0143913470995446,6.420271,7.043195,0.622924,0.562
"1053","LDLR","hurdle",0.0561816320860545,6.45967,7.04868,0.58901,0.562
"1020","KLC2","hurdle",0.0270651313208186,5.214843,5.936965,0.722122,0.562
"959","JAKMIP1","hurdle",0.000861876865963039,3.361715,4.844317,1.482602,0.562
"718","FNDC3A","hurdle",0.0106244300231745,7.084567,7.778508,0.693941000000001,0.562
"713","FLOT2","hurdle",0.00306372460678167,5.548087,6.662323,1.114236,0.562
"409","CKMT1B","hurdle",0.0224216909090242,3.986279,4.75214,0.765861,0.562
"241","C1orf168","hurdle",0.000109529375492986,1.985297,4.64532,2.660023,0.562
"169","ATP9A","hurdle",0.00776014507625038,6.620524,7.24456,0.624036,0.562
"2050","USP2","hurdle",0.0389018767819351,4.980797,5.978262,0.997465,0.561
"1862","SYN1","hurdle",0.0115093483215692,4.337561,5.174607,0.837046,0.561
"1761","SLC6A19","hurdle",2.89295543047956e-08,-0.4265684,5.1725096,5.599078,0.561
"1662","SEC14L1","hurdle",0.0104121616797071,5.159956,6.059541,0.899585,0.561
"1472","PPP1R3E","hurdle",0.0168935041875838,4.422215,4.9864,0.564185,0.561
"1402","PHPT1","hurdle",0.084934088942702,8.450873,8.983992,0.533119000000001,0.561
"878","HMP19","hurdle",0.00205086933129007,3.74562,4.694641,0.949021,0.561
"428","CNIH3","hurdle",0.00231877875079875,3.137122,4.598024,1.460902,0.561
"402","CHPF","hurdle",0.094122854960201,7.183602,7.861891,0.678289,0.561
"2071","VSNL1","hurdle",4.90229666637057e-05,2.262021,4.308892,2.046871,0.56
"1794","SOX5","hurdle",0.00157581083775523,2.839986,4.33736,1.497374,0.56
"1782","SNCA","hurdle",0.0130318618451543,4.100889,5.040983,0.940094,0.56
"1755","SLC4A10","hurdle",0.00849202612080521,4.438005,5.231264,0.793259,0.56
"1513","PSEN2","hurdle",0.00553692392445225,5.079917,6.008629,0.928712,0.56
"1380","PDRG1","hurdle",0.0489610048927199,4.762223,5.494006,0.731783,0.56
"1191","MPP2","hurdle",0.00192554432096677,4.359063,5.743358,1.384295,0.56
"1127","MAP4K2","hurdle",0.00383168392627985,3.148531,4.774697,1.626166,0.56
"1111","MACROD1","hurdle",0.0210827771808106,4.148725,5.178186,1.029461,0.56
"869","HIST2H2BE","hurdle",0.0229356055551681,5.398615,6.472026,1.073411,0.56
"836","GYLTL1B","hurdle",0.00452901134292029,3.60146,4.762085,1.160625,0.56
"690","FBXW7","hurdle",0.0733948028170406,5.488867,6.025096,0.536229,0.56
"663","FAM50A","hurdle",0.0159894690779206,6.837216,7.436605,0.599389,0.56
"647","FAM184A","hurdle",0.00172051247305735,2.844584,4.160311,1.315727,0.56
"521","DHRS13","hurdle",0.00211748039111091,3.617019,5.031768,1.414749,0.56
"492","CYP4F3","hurdle",1.72228730189704e-05,0.7322907,3.7054097,2.973119,0.56
"2197","ZNF814","hurdle",0.021493629482569,3.961111,4.793455,0.832344,0.559
"1910","TICAM1","hurdle",0.00176168089493758,4.407813,5.50624,1.098427,0.559
"1892","TDRKH","hurdle",0.000164020752069617,2.370521,4.675402,2.304881,0.559
"1864","SYNE4","hurdle",0.0285541409846873,5.280417,6.112152,0.831735,0.559
"1843","STK32A","hurdle",0.000319252705911641,2.493512,4.309912,1.8164,0.559
"1532","PVRL1","hurdle",0.0208555517833171,4.45055,5.238623,0.788073,0.559
"1214","MVK","hurdle",0.0135251303481465,4.211557,5.446821,1.235264,0.559
"1139","MAPRE1","hurdle",0.000318243182870376,6.963752,7.902474,0.938721999999999,0.559
"1075","LMCD1","hurdle",0.0593068213011154,5.465605,6.191173,0.725568,0.559
"1041","L1CAM","hurdle",0.000372841229115972,2.254307,4.227151,1.972844,0.559
"1014","KIF21A","hurdle",0.105786637308271,6.222327,6.732501,0.510174,0.559
"914","IFIH1","hurdle",0.0360739119623119,4.436661,5.246754,0.810093,0.559
"798","GPD1","hurdle",0.000269239331698409,3.098056,4.740356,1.6423,0.559
"679","FBLL1","hurdle",0.000122917093117796,2.662645,3.814444,1.151799,0.559
"590","EPB41L4B","hurdle",0.0488086025476106,5.200157,5.853644,0.653487,0.559
"543","DNHD1","hurdle",0.000365653687853857,2.299969,4.70663,2.406661,0.559
"495","DAAM1","hurdle",0.00434272172985043,6.475649,7.054917,0.579268,0.559
"445","COPS3","hurdle",0.0981778652728856,6.033451,6.613153,0.579701999999999,0.559
"322","CCDC64","hurdle",0.00338704282917433,2.99842,4.370822,1.372402,0.559
"6","ABCA7","hurdle",0.00687545617807485,3.668658,4.459631,0.790973,0.559
"1623","RRAGD","hurdle",0.0691844907195,5.811915,6.553682,0.741767,0.558
"1612","ROGDI","hurdle",0.0542928043013207,5.954489,6.536038,0.581549,0.558
"1573","RBM34","hurdle",0.0147540991607672,4.857302,5.786591,0.929289,0.558
"1545","RAB27A","hurdle",0.113814320429112,5.637504,6.165835,0.528331000000001,0.558
"1503","PRPS1","hurdle",0.0215744252718211,5.245577,5.980904,0.735327,0.558
"1488","PREX1","hurdle",0.0013354951357083,2.893484,4.666679,1.773195,0.558
"1305","NT5DC3","hurdle",0.0100499472847475,4.281644,5.588986,1.307342,0.558
"1246","NAT14","hurdle",0.0528098106010916,4.823911,5.621259,0.797348,0.558
"1234","MZT2A","hurdle",0.0485468753746097,6.937936,7.472905,0.534969,0.558
"1206","MTMR3","hurdle",0.0653740868670733,5.045889,5.666004,0.620115,0.558
"1058","LGALSL","hurdle",0.023259576295538,3.850886,5.064648,1.213762,0.558
"912","IDUA","hurdle",0.000678383811289401,3.747669,5.089658,1.341989,0.558
"626","FAM117A","hurdle",0.0104839989200437,3.513981,4.356062,0.842081,0.558
"522","DIP2A","hurdle",0.0466183747036275,4.64386,5.599157,0.955297,0.558
"394","CHAC2","hurdle",0.00513504722086479,3.155999,4.445634,1.289635,0.558
"357","CDIP1","hurdle",7.1367596984281e-05,5.885085,6.67543,0.790345,0.558
"295","CALM3","hurdle",0.0304854674803521,7.664581,8.277962,0.613381,0.558
"217","C10orf35","hurdle",0.0111237243001269,3.598396,4.558557,0.960161,0.558
"137","ARVCF","hurdle",0.0290697946431658,4.766313,5.630096,0.863783,0.558
"114","ARG2","hurdle",0.0228125052175807,5.521943,6.116948,0.595005,0.558
"1748","SLC38A10","hurdle",0.0083127547021526,6.954855,7.480136,0.525281,0.557
"1682","SGPL1","hurdle",0.0443584723689132,5.763665,6.636627,0.872962,0.557
"1616","RPH3AL","hurdle",0.0309264463388023,5.768523,6.45496,0.686437,0.557
"1459","PPFIA3","hurdle",0.0112970684680455,3.437198,4.784442,1.347244,0.557
"1303","NRSN2","hurdle",0.0852479029271641,5.379104,6.049985,0.670881000000001,0.557
"1163","MED28","hurdle",0.00422995522545148,5.701015,6.267053,0.566038,0.557
"1158","MCF2L","hurdle",0.0339660250200488,4.57646,5.112024,0.535564,0.557
"1115","MAGED1","hurdle",0.0235073846583203,8.101144,8.734151,0.633007000000001,0.557
"643","FAM173A","hurdle",0.105861082512431,6.292521,6.862055,0.569534,0.557
"597","EPS15","hurdle",0.00910787380545514,5.824721,6.513802,0.689081,0.557
"558","DUSP15","hurdle",0.000735356433926971,2.340078,4.116661,1.776583,0.557
"214","BTD","hurdle",0.0868903417414056,5.236435,6.169967,0.933532,0.557
