"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.duct","log2fold_change","Auc"
"893","HLA-DPA1","hurdle",9.42013206658457e-10,3.721424,6.891706,3.170282,0.615
"365","CD58","hurdle",8.48509224014691e-09,3.958943,6.202283,2.24334,0.615
"388","CEACAM6","hurdle",1.7938139155731e-11,4.827831,7.892344,3.064513,0.614
"45","ADCY5","hurdle",2.28494260380129e-10,2.942053,5.763716,2.821663,0.613
"1486","PLD1","hurdle",2.39226366341400e-09,4.130663,6.475006,2.344343,0.612
"1231","MLLT4","hurdle",1.82840994857817e-05,5.955876,7.039061,1.083185,0.612
"1016","KCNJ15","hurdle",1.36038454995837e-14,1.192269,6.069076,4.876807,0.612
"989","ITGA3","hurdle",1.21757738993414e-05,4.922969,6.472812,1.549843,0.612
"878","HES4","hurdle",2.25385216111629e-05,5.399225,6.646134,1.246909,0.612
"683","FAM171A1","hurdle",2.93870138229028e-07,4.154523,6.133425,1.978902,0.612
"252","C15orf52","hurdle",3.69196912245959e-09,3.234766,5.888032,2.653266,0.612
"1823","SLC44A2","hurdle",1.00306578298501e-07,4.689809,6.98374,2.293931,0.611
"1523","PPP1CA","hurdle",0.000205712570268404,7.148561,7.744195,0.595634,0.611
"1317","NFIA","hurdle",5.15168608891112e-07,5.318519,6.8105,1.491981,0.611
"598","EBP","hurdle",0.000204992888942812,6.587434,7.414186,0.826752,0.611
"593","DYNLT1","hurdle",1.58375022225015e-06,7.94248,8.667337,0.724857,0.611
"2197","VNN2","hurdle",6.99788572384317e-10,3.417006,6.122274,2.705268,0.61
"1518","PPARGC1A","hurdle",2.09974616013905e-13,1.380012,5.297934,3.917922,0.61
"1019","KCNK5","hurdle",3.15065076327258e-13,1.923483,5.952163,4.02868,0.61
"741","FGGY","hurdle",3.91292241171562e-07,4.140256,6.192539,2.052283,0.61
"489","CTGF","hurdle",4.85171450607695e-09,5.035434,7.904667,2.869233,0.61
"1570","PTPRK","hurdle",4.94210312782522e-06,5.437821,6.886639,1.448818,0.609
"1545","PROM2","hurdle",3.04770706078303e-12,1.094604,4.94026,3.845656,0.609
"526","DAB2IP","hurdle",1.89111991014964e-07,3.911513,5.834662,1.923149,0.609
"138","ARHGAP29","hurdle",4.95705020584165e-07,3.814512,5.949334,2.134822,0.609
"2132","TSPAN6","hurdle",2.66830872609307e-14,5.153477,7.70251,2.549033,0.608
"2125","TSHZ2","hurdle",7.64651251290746e-06,4.946784,6.503407,1.556623,0.608
"1754","SH2D3A","hurdle",5.50763963035153e-09,3.279703,5.741729,2.462026,0.608
"828","GNG5","hurdle",8.22772283758786e-06,7.377737,8.011703,0.633966000000001,0.608
"796","GBP2","hurdle",2.37982062398348e-06,4.566743,5.924039,1.357296,0.608
"314","CARHSP1","hurdle",1.04212348711872e-06,6.846924,7.589177,0.742253000000001,0.608
"2007","TLE1","hurdle",8.91175059709761e-05,4.989618,6.123793,1.134175,0.607
"1947","TACC1","hurdle",8.12404517975103e-08,6.495035,7.658409,1.163374,0.607
"1649","RHOV","hurdle",1.34835374799725e-08,3.65618,6.325527,2.669347,0.607
"1628","REEP6","hurdle",3.05106752209496e-07,4.205009,6.082984,1.877975,0.607
"377","CDH6","hurdle",2.04964744532484e-11,3.068265,6.399851,3.331586,0.607
"2091","TPGS2","hurdle",1.06258938260421e-06,6.271499,7.55294,1.281441,0.606
"1110","LEFTY1","hurdle",2.62220989759793e-15,0.5982044,7.0950778,6.4968734,0.606
"1020","KCNQ1","hurdle",3.37561064135309e-07,4.237811,5.932382,1.694571,0.606
"797","GBP3","hurdle",2.67479235035671e-07,4.707568,6.506786,1.799218,0.606
"404","CFLAR","hurdle",1.33277677688675e-06,5.906319,6.993209,1.08689,0.606
"241","C10orf54","hurdle",7.72428477950666e-13,1.67925,6.122068,4.442818,0.606
"1362","NTRK2","hurdle",5.33077150673431e-08,3.796834,6.290803,2.493969,0.605
"1290","NBEAL2","hurdle",1.07647843802507e-05,4.665148,6.094938,1.42979,0.605
"1017","KCNJ16","hurdle",2.74879986102093e-11,2.510593,5.875445,3.364852,0.605
"929","HYAL1","hurdle",9.45721441444976e-12,2.134444,5.611985,3.477541,0.605
"249","C14orf105","hurdle",1.12066249519058e-08,3.712698,5.941922,2.229224,0.605
"2100","TRIB1","hurdle",0.000355488722902016,5.744488,6.617198,0.872710000000001,0.604
"1977","TES","hurdle",8.59544650582647e-06,5.510292,6.857537,1.347245,0.604
"1583","RAB20","hurdle",3.69934520754807e-06,4.26462,5.946249,1.681629,0.604
"569","DNAJC22","hurdle",9.30330496061249e-07,3.972032,5.714223,1.742191,0.604
"1504","PLSCR1","hurdle",9.84576601747561e-07,6.22098,7.778182,1.557202,0.603
"1159","LY6E","hurdle",0.000241533969469771,6.64641,7.680495,1.034085,0.603
"863","HABP2","hurdle",1.27786674952291e-08,4.004948,6.593602,2.588654,0.603
"643","EPS8","hurdle",3.49398012584948e-05,5.211764,6.414707,1.202943,0.603
"280","C6","hurdle",1.90081011593726e-11,2.545537,6.863619,4.318082,0.603
"66","AHCYL1","hurdle",0.0017300531402869,7.547846,8.134789,0.586943,0.603
"1092","LAMB2","hurdle",2.24932610688799e-05,5.62176,6.813922,1.192162,0.602
"734","FGF19","hurdle",2.55051112873757e-17,-0.6874086,7.8773942,8.5648028,0.602
"384","CDR2L","hurdle",7.39037278554661e-07,3.939529,5.855767,1.916238,0.602
"1771","SIRPA","hurdle",3.95785347725334e-06,3.358035,5.301668,1.943633,0.601
"1632","REST","hurdle",2.05830281741992e-06,5.102359,6.555582,1.453223,0.601
"1350","NR1H4","hurdle",4.26900457591544e-14,0.5115175,4.9057957,4.3942782,0.601
"1265","MUC20","hurdle",3.21148861110486e-10,5.038721,7.693559,2.654838,0.601
"982","IQCK","hurdle",6.57823127330116e-07,4.08722,6.014443,1.927223,0.601
"151","ARL6IP1","hurdle",0.000167790940211306,7.737948,8.562419,0.824471,0.601
"110","ANXA5","hurdle",0.00139736203381043,8.731929,9.525434,0.793505000000001,0.601
"1577","PVRL4","hurdle",8.7791761191865e-08,3.477541,5.543884,2.066343,0.6
"1374","OCLN","hurdle",0.000157123103517563,5.40901,6.512507,1.103497,0.6
"479","CRIM1","hurdle",1.42040593143339e-07,4.214873,6.146485,1.931612,0.6
"123","APLP2","hurdle",8.65266455030794e-05,8.600791,9.474428,0.873637,0.6
"2047","TMEM51","hurdle",1.37497572205014e-05,5.764608,7.015942,1.251334,0.599
"1555","PSMB9","hurdle",0.000742819980951658,5.412352,6.245972,0.83362,0.599
"1229","MITF","hurdle",9.66136111411191e-07,3.383667,5.390654,2.006987,0.599
"1172","MAL2","hurdle",0.000158608181607856,6.542227,7.527853,0.985626000000001,0.599
"1169","MAGI1","hurdle",3.2798993952955e-06,5.320789,6.58634,1.265551,0.599
"1040","KIF12","hurdle",0.000768094245098565,5.76168,6.509353,0.747673,0.599
"948","IGF2BP2","hurdle",2.96864192275226e-09,1.86696,4.833836,2.966876,0.599
"738","FGFR3","hurdle",4.16080946009469e-14,-0.2154797,5.0848704,5.3003501,0.599
"309","CAPN6","hurdle",3.13080693546897e-13,1.023445,5.432859,4.409414,0.599
"93","AMOTL2","hurdle",1.29322689133082e-08,2.937447,5.453564,2.516117,0.599
"2088","TP53I3","hurdle",0.00378429756445966,5.889037,6.712967,0.82393,0.598
"1778","SLC15A1","hurdle",1.57153418988408e-09,2.766911,5.530403,2.763492,0.598
"1774","SLC12A2","hurdle",1.18417758977854e-05,6.17529,7.417589,1.242299,0.598
"1652","RIC8B","hurdle",3.53983305922047e-06,4.127628,6.058857,1.931229,0.598
"1087","KRTCAP3","hurdle",0.000772830779787782,6.103538,6.605782,0.502243999999999,0.598
"1074","KRT17","hurdle",4.65956743963663e-08,3.438142,6.228143,2.790001,0.598
"891","HLA-DMB","hurdle",3.74288142046708e-09,3.114705,5.65007,2.535365,0.598
"874","HDHD3","hurdle",0.000412479526047879,6.071959,6.895519,0.823560000000001,0.598
"193","B3GNT5","hurdle",9.1602274962768e-07,3.468851,5.463155,1.994304,0.598
"158","ARSE","hurdle",6.15810461418562e-05,4.71537,5.902909,1.187539,0.598
"1620","RCAN1","hurdle",3.25730804073897e-07,5.529043,7.487027,1.957984,0.597
"1294","NCF2","hurdle",1.33053408388751e-14,-0.1846174,5.4840824,5.6686998,0.597
"1215","MFI2","hurdle",2.6674035144064e-08,2.822759,5.31256,2.489801,0.597
"944","IFNGR2","hurdle",1.07628588767185e-05,6.141122,7.173555,1.032433,0.597
"814","GJA1","hurdle",5.49399705533357e-09,3.391505,6.417717,3.026212,0.597
"1899","ST3GAL1","hurdle",1.10108290938014e-05,5.136537,6.518365,1.381828,0.596
"1510","POF1B","hurdle",2.17270548201306e-06,3.824636,5.680012,1.855376,0.596
"635","EPHA2","hurdle",2.57390697020959e-10,1.503059,5.204556,3.701497,0.596
"10","ACAA1","hurdle",3.54578593047056e-05,6.326508,7.488002,1.161494,0.596
"2196","VNN1","hurdle",3.73758086116594e-07,4.140022,5.957003,1.816981,0.595
"1893","SRGAP1","hurdle",4.9474858700897e-06,4.591054,6.223939,1.632885,0.595
"1373","OCIAD2","hurdle",0.000916182329992994,7.499661,8.031984,0.532323,0.595
"1925","SUCLG1","hurdle",0.0130397580383515,7.070412,7.725988,0.655576,0.594
"1831","SLC6A20","hurdle",1.67400256127336e-13,-0.2091505,4.8388477,5.0479982,0.594
"1091","LAMA5","hurdle",0.000103611955351566,5.753054,7.015369,1.262315,0.594
"908","HNMT","hurdle",1.45964064098535e-05,4.93853,6.467325,1.528795,0.594
"505","CXCL16","hurdle",1.43297495034236e-06,5.293739,7.24153,1.947791,0.594
"427","CITED4","hurdle",1.65149249456192e-08,3.394129,6.178696,2.784567,0.594
"1991","TGIF1","hurdle",0.000100014804955494,5.431981,6.397798,0.965816999999999,0.593
"1789","SLC1A1","hurdle",4.04117564162685e-11,2.012282,5.713628,3.701346,0.593
"1106","LBH","hurdle",0.000563249098251,5.591502,6.790848,1.199346,0.593
"501","CX3CL1","hurdle",5.17272033004019e-09,2.959449,5.977747,3.018298,0.593
"458","CNDP2","hurdle",0.000127995956451504,6.898709,7.735655,0.836946,0.593
"318","CASP4","hurdle",0.000691301007933833,6.097094,7.027834,0.93074,0.593
"2249","ZC3H12A","hurdle",0.000107431660764503,5.187603,6.340335,1.152732,0.592
"1456","PHB","hurdle",0.00206793681100057,6.837675,7.361348,0.523673,0.592
"554","DHRS3","hurdle",0.00133827289240637,7.274605,8.390315,1.11571,0.592
"155","ARPC1B","hurdle",0.000890931840388562,7.965189,8.477842,0.512653000000001,0.592
"1280","MYO6","hurdle",0.00259414222444869,7.276871,7.861196,0.584325,0.591
"901","HMGA1","hurdle",1.18576757967289e-06,5.239505,6.920291,1.680786,0.591
"204","BAZ1A","hurdle",6.14189534530668e-06,5.127161,6.359482,1.232321,0.591
"2236","YAP1","hurdle",2.18165884867365e-05,3.49962,5.273611,1.773991,0.59
"2171","UPK1B","hurdle",1.40799372272101e-11,0.9825838,5.1991183,4.2165345,0.59
"2028","TMEM132A","hurdle",0.000772254646370398,5.127782,6.208811,1.081029,0.59
"1904","STAP2","hurdle",0.000479734275202152,5.022066,6.072983,1.050917,0.59
"1767","SHROOM3","hurdle",0.000298225110422135,4.973896,6.13884,1.164944,0.59
"1717","SDCBP","hurdle",0.000540788903464606,7.73499,8.590043,0.855053,0.59
"861","H3F3A","hurdle",0.00871184470405936,8.993978,9.522692,0.528713999999999,0.59
"705","FAM83H","hurdle",1.27766416521357e-06,3.104426,5.216239,2.111813,0.59
"484","CSF1","hurdle",8.54356836096434e-10,2.981984,5.961889,2.979905,0.59
"341","CCDC64B","hurdle",1.17299252296506e-05,3.494281,5.312851,1.81857,0.59
"2135","TST","hurdle",0.000289894810025348,4.751369,5.991424,1.240055,0.589
"1824","SLC44A3","hurdle",3.24348283884295e-05,4.634813,6.30976,1.674947,0.589
"1004","JUP","hurdle",0.00114039138748979,7.252806,8.320257,1.067451,0.589
"873","HDAC7","hurdle",4.41143946561701e-05,4.111871,5.686404,1.574533,0.589
"737","FGFR2","hurdle",2.81397653927153e-11,0.2938584,5.0063873,4.7125289,0.589
"509","CXXC5","hurdle",0.0142678086607914,6.589589,7.189155,0.599566,0.589
"181","ATP5B","hurdle",0.00357514456705519,9.32825,10.03792,0.709669999999999,0.589
"1463","PIEZO1","hurdle",1.52980426382639e-05,3.470302,5.628027,2.157725,0.588
"1099","LAPTM4A","hurdle",0.00501623949103638,9.053692,9.597076,0.543384,0.588
"969","IL4R","hurdle",5.34307583210705e-06,3.516622,5.351996,1.835374,0.588
"786","GADD45B","hurdle",0.00034049827579802,5.177828,6.384758,1.20693,0.588
"756","FOLR1","hurdle",3.34360782118255e-15,-1.424357,6.212077,7.636434,0.588
"535","DDAH2","hurdle",0.000245552916309371,5.935858,6.920755,0.984897,0.588
"387","CDX2","hurdle",4.75175140209943e-09,2.426577,4.820633,2.394056,0.588
"312","CARD10","hurdle",1.83373718348591e-05,3.395784,5.357144,1.96136,0.588
"246","C12orf49","hurdle",9.9396699549905e-05,4.487327,5.817405,1.330078,0.588
"2054","TMEM98","hurdle",0.00273659748928837,5.812828,6.529244,0.716416000000001,0.587
"1593","RALY","hurdle",0.010955086291232,6.848005,7.451053,0.603048,0.587
"1361","NTN4","hurdle",9.18167050048771e-05,5.305308,6.285946,0.980638,0.587
"1128","LPAR2","hurdle",3.16030523394002e-06,3.128868,5.26236,2.133492,0.587
"764","FRAS1","hurdle",2.17150200678996e-08,2.133079,5.50359,3.370511,0.587
"670","F2RL1","hurdle",7.58311385310567e-08,3.921591,6.290284,2.368693,0.587
"305","CAPN1","hurdle",0.0119728380582814,6.684528,7.499285,0.814757,0.587
"2153","TXNIP","hurdle",5.82797295295079e-06,6.817225,8.251071,1.433846,0.586
"1748","SFT2D1","hurdle",0.00246665876215114,6.062388,6.657573,0.595185,0.586
"1707","SCD5","hurdle",0.00121843642018114,6.260621,7.052106,0.791485,0.586
"1698","SAMD12","hurdle",0.000124742174799181,4.482556,5.780968,1.298412,0.586
"1431","PDGFC","hurdle",4.35117218579384e-06,2.555718,4.576218,2.0205,0.586
"1407","PAQR5","hurdle",5.74299314999167e-13,-0.8897265,4.6781831,5.5679096,0.586
"853","GSTK1","hurdle",4.66060162525593e-05,7.070444,7.698288,0.627844,0.586
"810","GGT7","hurdle",5.32767288450095e-06,3.717425,5.593121,1.875696,0.586
"616","EHD4","hurdle",6.43710881662985e-05,4.577742,5.867763,1.290021,0.586
"216","BDH2","hurdle",4.72833780904628e-05,4.597424,5.932384,1.33496,0.586
"1615","RBM47","hurdle",0.00339350740466567,6.762083,7.591485,0.829402,0.585
"1090","LAMA3","hurdle",2.85764730595722e-11,0.05509404,4.86212616,4.80703212,0.585
"910","HOMER2","hurdle",0.00112520114451593,4.867079,5.924326,1.057247,0.585
"607","EFNA1","hurdle",0.000404023207529334,5.732662,6.818161,1.085499,0.585
"2231","WWC1","hurdle",2.78910770373404e-05,4.720548,6.292206,1.571658,0.584
"2162","UGP2","hurdle",0.000104607291638199,6.588528,7.487226,0.898698,0.584
"992","ITGAV","hurdle",0.000492838631767228,6.788762,7.6902,0.901438,0.584
"970","IL6ST","hurdle",0.0253213505905842,6.647575,7.217701,0.570126,0.584
"777","FUT6","hurdle",2.62943349168092e-09,1.105908,4.928139,3.822231,0.584
"769","FRMD4A","hurdle",5.49295759295109e-08,2.35361,5.243998,2.890388,0.584
"493","CTNND1","hurdle",9.70822923847e-06,4.368876,5.990047,1.621171,0.584
"2004","TJP2","hurdle",0.00434704567783837,5.80499,6.480659,0.675669,0.583
"1281","MYOF","hurdle",0.00012684216148825,4.457823,5.939822,1.481999,0.583
"800","GCNT3","hurdle",0.00369692398861793,6.356702,7.268223,0.911521,0.583
"474","CPM","hurdle",0.000294333163176973,5.172627,5.787858,0.615231,0.583
"473","COX5A","hurdle",0.000594143101188301,7.805225,8.392611,0.587386,0.583
"2151","TUBB6","hurdle",0.00200908553250468,5.624272,6.364734,0.740462,0.581
"1248","MPZL2","hurdle",3.33778426642225e-06,2.832043,5.295084,2.463041,0.581
"1208","MET","hurdle",0.000168805762530003,4.661563,5.985889,1.324326,0.581
"714","FBLIM1","hurdle",0.00636619446461345,5.924332,6.691543,0.767211000000001,0.581
"266","C1orf198","hurdle",1.10030754468612e-06,5.023331,6.657823,1.634492,0.581
"250","C14orf159","hurdle",2.21076920122597e-05,4.346933,6.121917,1.774984,0.581
"152","ARL6IP5","hurdle",0.000130398922239344,7.886608,8.522015,0.635407,0.581
"1548","PRR15L","hurdle",0.000281766855569125,4.864743,6.274709,1.409966,0.58
"1298","NCMAP","hurdle",0.000204692281705683,4.260319,6.033762,1.773443,0.58
"1284","NAALADL2","hurdle",4.19288649807866e-08,1.633057,4.769048,3.135991,0.58
"1157","LURAP1L","hurdle",0.000149364977885033,4.817998,6.233894,1.415896,0.58
"990","ITGA6","hurdle",0.000161612622854509,4.485316,5.805814,1.320498,0.58
"632","EPB41L4A","hurdle",2.43802506471701e-05,2.981001,4.791729,1.810728,0.58
"313","CARD6","hurdle",3.4659993314952e-06,2.963603,5.183257,2.219654,0.58
"179","ATP2B4","hurdle",0.00140175990326553,5.612731,6.390675,0.777944,0.58
"166","ASS1","hurdle",6.34551425304023e-05,5.206952,6.674955,1.468003,0.58
"2170","UNC93B1","hurdle",5.41123651042872e-05,3.191143,5.164056,1.972913,0.579
"2044","TMEM37","hurdle",0.00278255283626471,6.205088,7.096925,0.891837,0.579
"1940","SYNGR2","hurdle",0.00263659310704688,7.453463,8.16367,0.710207,0.579
"1563","PTP4A2","hurdle",0.00380835784158501,7.466159,7.993131,0.526972,0.579
"340","CCDC6","hurdle",0.00300446799632747,5.459558,6.444976,0.985417999999999,0.579
"2187","VAV3","hurdle",1.38839793563739e-07,2.19869,5.503717,3.305027,0.578
"1603","RASEF","hurdle",0.00011571313136487,4.328852,5.75021,1.421358,0.578
"1502","PLLP","hurdle",0.000122764820187889,4.155962,5.3358,1.179838,0.578
"1433","PDHA1","hurdle",0.00145519315510611,6.498032,7.434015,0.935982999999999,0.578
"1292","NCAM1","hurdle",0.000132064772211643,5.750883,7.007371,1.256488,0.578
"1278","MYO5B","hurdle",0.00384861178778188,4.821571,5.951829,1.130258,0.578
"1212","METTL7B","hurdle",1.46585961001571e-07,1.781455,4.839706,3.058251,0.578
"1130","LPCAT2","hurdle",4.75499966163838e-09,1.193696,4.933448,3.739752,0.578
"1002","JAG1","hurdle",9.0864034632996e-06,4.222726,6.126845,1.904119,0.578
"770","FRMD4B","hurdle",2.48381011780248e-05,3.309742,5.244621,1.934879,0.578
"646","ERBB2","hurdle",7.91291734809342e-05,3.823716,5.702074,1.878358,0.578
"326","CBR4","hurdle",3.22196640111596e-05,5.722067,6.982233,1.260166,0.578
"1719","SDHC","hurdle",0.00283813507274463,6.587553,7.087873,0.50032,0.577
"1560","PTGFRN","hurdle",0.0047018198295687,5.425472,6.317014,0.891542,0.577
"1079","KRT6B","hurdle",8.75062195262895e-09,1.677107,5.605057,3.92795,0.577
"618","ELF1","hurdle",0.0135672302867089,5.941083,6.695377,0.754294,0.577
"1961","TAX1BP3","hurdle",0.00838788181273487,5.892236,6.754044,0.861808000000001,0.576
"1891","SPTSSA","hurdle",4.7744763709386e-05,6.135267,7.062237,0.92697,0.576
"1783","SLC16A7","hurdle",6.53091185066453e-07,4.13932,6.355423,2.216103,0.576
"1308","NEDD4L","hurdle",0.0028699098175751,5.19631,6.335323,1.139013,0.576
"1102","LARGE","hurdle",8.92031899574867e-05,2.684425,4.745621,2.061196,0.576
"1100","LAPTM4B","hurdle",0.000790667744261912,7.337538,8.126598,0.789059999999999,0.576
"1035","KIAA1217","hurdle",0.000488923122148338,4.86475,5.96402,1.09927,0.576
"947","IFT172","hurdle",0.000112178062182188,3.23625,4.988464,1.752214,0.576
"909","HOGA1","hurdle",3.55768804785335e-10,-0.817723,3.687529,4.505252,0.576
"849","GRTP1","hurdle",5.53639870632582e-07,1.191146,4.346241,3.155095,0.576
"460","CNGA1","hurdle",2.1086422947044e-08,1.013265,4.868952,3.855687,0.576
"307","CAPN2","hurdle",0.00118598719059995,7.404363,7.964098,0.559735,0.576
"235","BTG1","hurdle",0.0155097208955875,8.323946,8.877501,0.553555000000001,0.576
"49","ADORA1","hurdle",2.72746650736872e-10,-0.05959521,4.70207644,4.76167165,0.576
"1616","RBMS2","hurdle",7.52077960541939e-05,3.833457,5.517973,1.684516,0.575
"988","ITGA2","hurdle",0.00250327304058943,5.101601,5.942034,0.840433,0.575
"843","GPX1","hurdle",0.00155653655975056,7.544598,8.110206,0.565608,0.575
"648","ERGIC1","hurdle",0.00030284590751906,5.201089,6.423538,1.222449,0.575
"149","ARL4C","hurdle",0.00316754499353615,4.67245,5.656632,0.984182,0.575
"1903","STAMBP","hurdle",0.00077089664375347,4.90235,5.980861,1.078511,0.574
"1497","PLEKHJ1","hurdle",0.000300808718660029,6.217427,6.948797,0.73137,0.574
"1036","KIAA1522","hurdle",2.4743064324495e-06,5.053669,6.728596,1.674927,0.574
"550","DHCR24","hurdle",0.00200093556267758,6.290052,7.818063,1.528011,0.574
"350","CCL28","hurdle",0.00191762152170494,5.394067,6.772559,1.378492,0.574
"224","BMP2","hurdle",5.06705495157912e-05,3.704534,5.465426,1.760892,0.574
"1992","TGIF2","hurdle",0.000129832278191863,2.979395,4.916432,1.937037,0.573
"1861","SOWAHC","hurdle",1.06370194086186e-05,3.821095,5.607185,1.78609,0.573
"1718","SDHA","hurdle",4.49693743843242e-07,6.277997,7.234186,0.956189,0.573
"1386","OSBPL1A","hurdle",0.00168416873776366,4.008126,5.229917,1.221791,0.573
"1194","MCAM","hurdle",1.31326301423224e-07,1.236637,4.791284,3.554647,0.573
"439","CLDN23","hurdle",1.44529606574217e-06,2.787655,5.236845,2.44919,0.573
"168","ATF3","hurdle",0.00247363942130905,5.023579,5.995801,0.972222,0.573
"2013","TM2D2","hurdle",0.0338729742171578,6.029921,6.583578,0.553657,0.572
"1641","RHBDF1","hurdle",2.02579449099578e-05,2.8691,5.098584,2.229484,0.572
"1622","RCC2","hurdle",1.72546466350623e-05,3.963491,5.409709,1.446218,0.572
"1537","PRKCA","hurdle",0.00256129928592267,4.356653,5.52632,1.169667,0.572
"1177","MAOB","hurdle",0.000147469726631527,3.978563,5.851619,1.873056,0.572
"1126","LMO7","hurdle",0.00759719608936717,6.040397,6.623603,0.583206000000001,0.572
"854","GSTM4","hurdle",0.000262621696918256,4.915975,6.181097,1.265122,0.572
"823","GMCL1","hurdle",0.00104724880583649,4.658488,5.862613,1.204125,0.572
"757","FOSL2","hurdle",0.00152902005624998,4.180956,5.568644,1.387688,0.572
"731","FGD3","hurdle",8.15468726111891e-10,0.01508073,4.44515913,4.4300784,0.572
"706","FAM84B","hurdle",0.000379730596806979,4.532488,5.883982,1.351494,0.572
"678","FAM133B","hurdle",0.0323249985409023,5.24223,6.171361,0.929131,0.572
"495","CTSE","hurdle",1.12008381659504e-08,1.675956,5.312901,3.636945,0.572
"306","CAPN12","hurdle",2.31681873599073e-08,0.1845627,4.0911514,3.9065887,0.572
"136","ARHGAP26","hurdle",0.000567195069044611,3.525479,5.001877,1.476398,0.572
