"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.stellate","log2fold_change","Auc"
"1311","FAM26E","hurdle",1.2059668234159e-12,-3.321928,3.51063,6.832558,0.565
"1271","FAIM2","hurdle",3.82134467279841e-05,2.432631,4.393312,1.960681,0.565
"1178","EMD","hurdle",0.0160586836826146,5.382477,5.951289,0.568812,0.565
"1064","DSN1","hurdle",8.78107426815082e-05,2.111685,3.873509,1.761824,0.565
"920","CXorf40B","hurdle",0.0149689175042331,3.58763,4.458321,0.870691,0.565
"759","CLIC2","hurdle",7.73006487625734e-09,-0.4590395,3.9221332,4.3811727,0.565
"670","CEND1","hurdle",1.2059668234159e-12,-3.321928,4.413647,7.735575,0.565
"610","CCZ1","hurdle",0.0136959624757001,4.041684,4.925338,0.883654,0.565
"529","CARM1","hurdle",0.0299536284949691,4.282873,4.9217,0.638827,0.565
"257","ARSK","hurdle",0.000753236301282854,3.412286,4.860157,1.447871,0.565
"247","ARMC6","hurdle",0.0119684911551619,4.59523,5.200471,0.605241,0.565
"4188","USP32","hurdle",0.0136253117011283,3.917563,4.650054,0.732491,0.564
"4127","UAP1L1","hurdle",0.00057403275407473,4.010161,5.419234,1.409073,0.564
"4052","TRIM4","hurdle",0.0199954962547759,5.354783,5.866684,0.511901,0.564
"3721","STARD13","hurdle",0.00397016171384015,3.749792,4.8387,1.088908,0.564
"3715","ST7L","hurdle",0.011409836142302,4.152168,4.832042,0.679874000000001,0.564
"3352","SAP30L","hurdle",0.00885168323798244,3.730577,4.423678,0.693101,0.564
"2902","PRICKLE2","hurdle",0.0018947389735979,3.872299,4.535481,0.663182,0.564
"2733","PHYHD1","hurdle",0.000235115644777582,3.319961,4.255725,0.935764,0.564
"2534","NUFIP1","hurdle",0.00342917763753756,3.690153,4.326179,0.636026,0.564
"2202","METTL3","hurdle",0.0148050387448166,4.62898,5.267582,0.638602,0.564
"2146","MAPK6","hurdle",0.0310965045831948,5.150524,5.662891,0.512367,0.564
"2096","LUZP1","hurdle",0.0300083954199244,4.881188,5.4818,0.600612,0.564
"2025","LIFR","hurdle",0.00037365241197365,2.673167,4.034849,1.361682,0.564
"1768","IFNGR1","hurdle",0.0429437143018737,6.337018,6.882588,0.545570000000001,0.564
"1684","HMCN1","hurdle",5.00271054419631e-12,-3.262362,4.918015,8.180377,0.564
"1374","FERMT3","hurdle",2.88632384683962e-09,-0.9166171,4.3910212,5.3076383,0.564
"1268","FADS3","hurdle",0.000890162144194169,3.569137,5.144598,1.575461,0.564
"1174","ELP3","hurdle",0.0137600139852354,4.820289,5.498122,0.677833000000001,0.564
"1037","DOCK1","hurdle",0.00407682314149019,4.521825,5.625158,1.103333,0.564
"975","DDX39B","hurdle",0.000116800645530589,3.337438,4.300534,0.963096,0.564
"892","CSTF2T","hurdle",0.0158474970227133,4.539809,5.206249,0.66644,0.564
"793","COG8","hurdle",0.00982600074098089,4.466414,5.012349,0.545935,0.564
"658","CDK6","hurdle",0.0330601311627773,5.410647,5.963957,0.55331,0.564
"475","C2orf76","hurdle",0.00843487436311005,3.660731,4.416707,0.755976,0.564
"351","BEST1","hurdle",2.61986050344532e-06,2.015119,3.681413,1.666294,0.564
"210","ARHGAP20","hurdle",1.21880206081176e-10,-2.841532,3.601191,6.442723,0.564
"117","AKNA","hurdle",4.5756392158651e-05,1.690606,3.930523,2.239917,0.564
"7","AARS","hurdle",0.0440360003506302,6.711284,7.361409,0.650125,0.564
"4431","ZNF75A","hurdle",0.0115827594162414,4.23198,4.844512,0.612532,0.563
"4386","ZNF438","hurdle",0.00082004365221374,2.776309,4.198137,1.421828,0.563
"3539","SLC2A6","hurdle",0.0068206627794555,4.0329,4.821689,0.788789,0.563
"3069","RASAL2","hurdle",0.0117418107234911,4.24357,5.10655,0.86298,0.563
"3026","RAB28","hurdle",0.0249336092967934,4.332339,5.030736,0.698397,0.563
"2751","PINLYP","hurdle",4.81897782012304e-05,1.875347,3.963384,2.088037,0.563
"2468","NOL8","hurdle",0.0222851262736107,4.811142,5.405332,0.594189999999999,0.563
"2447","NIP7","hurdle",0.00623498436392261,4.520541,5.599159,1.078618,0.563
"2437","NFIL3","hurdle",0.00323557944508099,3.648595,4.510171,0.861576,0.563
"2078","LRRK1","hurdle",4.37643490546101e-05,1.574318,3.690118,2.1158,0.563
"1837","IRF2","hurdle",0.0202384486329428,4.622896,5.382761,0.759865,0.563
"1826","INPPL1","hurdle",0.0117433195832121,4.416337,5.146285,0.729947999999999,0.563
"1555","GNPNAT1","hurdle",0.0222644661923796,4.524001,5.061986,0.537985,0.563
"1284","FAM13C","hurdle",0.000426520958449588,2.686296,4.371737,1.685441,0.563
"1196","ENPEP","hurdle",3.55584000589595e-10,-1.86512,3.806131,5.671251,0.563
"788","CNTLN","hurdle",0.00491577981843752,3.766369,4.363352,0.596983,0.563
"722","CHRD","hurdle",3.4531113291529e-07,0.6693515,3.6155657,2.9462142,0.563
"683","CENPT","hurdle",0.0187911994946386,4.721535,5.24914,0.527604999999999,0.563
"654","CDK17","hurdle",0.00558095382563561,3.443039,4.61157,1.168531,0.563
"612","CD109","hurdle",1.44299618531253e-05,2.497956,4.007631,1.509675,0.563
"273","ATAT1","hurdle",0.00698828572741071,4.246738,4.798355,0.551617,0.563
"127","ALDOC","hurdle",0.00786094104252178,4.691335,5.768006,1.076671,0.563
"83","ADPRHL2","hurdle",0.0217896821753268,5.209587,5.711494,0.501907,0.563
"4450","ZNF880","hurdle",0.000632069341845967,3.14408,3.729739,0.585659,0.562
"4400","ZNF559","hurdle",0.00755414705391187,4.364263,4.914082,0.549818999999999,0.562
"3877","THBS4","hurdle",4.20088084698915e-07,0.3943846,4.4493876,4.055003,0.562
"3835","TCF3","hurdle",0.00580412738485346,3.668494,4.632994,0.9645,0.562
"3553","SLC36A1","hurdle",0.00021212317590348,2.259914,3.786079,1.526165,0.562
"3299","RPUSD1","hurdle",0.00854376365114142,4.166917,5.020076,0.853159000000001,0.562
"3162","RIOK2","hurdle",0.0308015691013853,4.747265,5.562153,0.814888000000001,0.562
"3132","RFTN2","hurdle",3.64854616355283e-09,-2.422333,2.915243,5.337576,0.562
"2945","PSMB10","hurdle",0.0357285491241958,5.964568,6.560211,0.595643,0.562
"2540","NUP85","hurdle",0.0198104334176902,4.324886,5.127663,0.802777,0.562
"2471","NOP2","hurdle",0.00321078472368154,4.25371,5.40951,1.1558,0.562
"2393","NCK2","hurdle",0.0176624723582932,4.360864,5.1998,0.838935999999999,0.562
"2134","MAP3K3","hurdle",0.0051219863647751,3.246783,4.33977,1.092987,0.562
"2117","MAGOHB","hurdle",0.0335403063692436,4.58337,5.221068,0.637697999999999,0.562
"1353","FBRS","hurdle",0.00948541357678946,3.91802,4.497222,0.579202,0.562
"1182","EML1","hurdle",0.00456442502024356,3.575322,4.826406,1.251084,0.562
"1131","EHMT1","hurdle",0.0129563859499399,4.783115,5.297029,0.513914000000001,0.562
"578","CCDC66","hurdle",0.0147805865558002,4.41666,4.923075,0.506415,0.562
"285","ATP11C","hurdle",3.51233513274331e-05,1.609031,3.858054,2.249023,0.562
"110","AJUBA","hurdle",0.000554792673030093,2.815374,4.172511,1.357137,0.562
"5","AAED1","hurdle",0.0243093462674702,4.810235,5.407661,0.597426,0.562
"4436","ZNF783","hurdle",0.00186964116254773,3.01081,4.241188,1.230378,0.561
"4412","ZNF599","hurdle",0.0027563848323361,3.543609,4.308951,0.765342,0.561
"4372","ZNF354A","hurdle",0.00633192752520536,3.402339,4.17738,0.775041,0.561
"3970","TMEM67","hurdle",0.00328222527791954,3.042082,4.249791,1.207709,0.561
"3922","TMEM110","hurdle",0.00579305386862551,3.618778,4.387086,0.768308,0.561
"3911","TLN2","hurdle",5.58083145985396e-05,1.421044,3.693831,2.272787,0.561
"3909","TLE4","hurdle",0.0117586646362845,3.94212,4.62706,0.68494,0.561
"3784","TAF13","hurdle",0.00803969231444119,3.273028,4.469725,1.196697,0.561
"3676","SPRTN","hurdle",0.010467899608359,4.178482,4.935416,0.756934,0.561
"3533","SLC29A3","hurdle",0.000625191515806289,2.975413,4.426046,1.450633,0.561
"3159","RIN1","hurdle",0.00584152255691763,3.685737,4.524023,0.838286,0.561
"3130","RFT1","hurdle",0.0151535093742203,4.414228,5.102567,0.688339,0.561
"2818","POFUT1","hurdle",0.0114057059048659,4.51827,5.298186,0.779916,0.561
"2755","PIP5K1C","hurdle",0.0292085650355436,4.231665,5.029014,0.797349000000001,0.561
"2754","PIP5K1A","hurdle",0.0118051893145036,4.17722,4.931778,0.754558,0.561
"2539","NUP54","hurdle",0.0231648975645339,4.54473,5.378715,0.833984999999999,0.561
"2346","MUC12","hurdle",5.27078648627564e-08,0.4463145,3.5200976,3.0737831,0.561
"2337","MTFMT","hurdle",0.0178399340318194,3.918585,4.619625,0.70104,0.561
"2328","MSTO1","hurdle",0.00295525460414526,2.471652,3.806052,1.3344,0.561
"2257","MNT","hurdle",0.00518597197762462,3.528464,4.612641,1.084177,0.561
"1964","KLHL20","hurdle",0.0104023642491487,4.291279,4.993019,0.70174,0.561
"1944","KIF22","hurdle",0.017235251233024,4.505384,5.116714,0.61133,0.561
"1846","ISG20L2","hurdle",0.0175390129621546,4.202474,4.865592,0.663118000000001,0.561
"1817","ING1","hurdle",0.00164486234454407,2.842134,3.74601,0.903876,0.561
"1735","HSPB6","hurdle",1.75901267590739e-05,2.132205,4.554314,2.422109,0.561
"1674","HIST2H2AC","hurdle",0.00142151029247364,2.06096,3.477112,1.416152,0.561
"1673","HIST1H1E","hurdle",0.0121991685562893,3.548004,4.554226,1.006222,0.561
"1470","GABPA","hurdle",0.0103813360817421,3.282128,4.198352,0.916224,0.561
"1090","E2F6","hurdle",0.0146381457753565,3.699386,4.294857,0.595471,0.561
"997","DHRS4L2","hurdle",0.0496206319433966,5.035584,5.718791,0.683207,0.561
"713","CHFR","hurdle",0.00198946030507442,4.063862,5.117868,1.054006,0.561
"626","CD9","hurdle",0.0344650811003671,7.092272,7.9035,0.811228,0.561
"394","BTBD7","hurdle",0.0538583663339346,5.063484,5.576418,0.512934,0.561
"3844","TDO2","hurdle",9.756248376436e-12,-3.321928,4.306872,7.6288,0.56
"3788","TAF2","hurdle",0.0285193792848513,4.864443,5.368614,0.504171,0.56
"3756","SUPT20H","hurdle",0.0342639708708192,5.063809,5.607126,0.543317,0.56
"3610","SNAPC1","hurdle",0.00558334632067355,3.845307,4.952809,1.107502,0.56
"3601","SMPD4","hurdle",0.0178364296383714,3.880453,4.584439,0.703986,0.56
"3599","SMO","hurdle",0.000111315892120392,2.202419,3.122179,0.91976,0.56
"3424","SESN2","hurdle",0.0314253892119763,5.52018,6.063381,0.543201,0.56
"3136","RGCC","hurdle",1.88627709610081e-07,-0.319446,4.283115,4.602561,0.56
"2887","PPRC1","hurdle",0.0205329707428674,4.242356,5.085429,0.843073,0.56
"2699","PEX6","hurdle",0.0114277465212236,4.115545,4.625321,0.509776,0.56
"2649","PCDHGC3","hurdle",0.000533228928047317,1.727739,3.457069,1.72933,0.56
"2558","OGG1","hurdle",0.00211514177606441,3.287338,4.336182,1.048844,0.56
"2529","NUDT2","hurdle",0.0353511336687218,5.071426,5.716276,0.64485,0.56
"2250","MMP28","hurdle",9.71055945413925e-09,-1.001211,3.974815,4.976026,0.56
"2168","MCM6","hurdle",0.000378418296361647,2.651395,4.602287,1.950892,0.56
"1965","KLHL21","hurdle",0.00438464793092173,4.192747,5.154502,0.961755,0.56
"1912","KDELC1","hurdle",4.53018815696961e-05,1.61802,3.783367,2.165347,0.56
"1891","KBTBD2","hurdle",0.0221434316376556,4.66278,5.263597,0.600817,0.56
"1788","IKBKE","hurdle",0.000636216529186276,3.361614,4.494655,1.133041,0.56
"1711","HOXC6","hurdle",9.7562483764348e-12,-3.321928,3.238923,6.560851,0.56
"1676","HIVEP1","hurdle",0.00465468846446708,3.345767,4.923816,1.578049,0.56
"1292","FAM179B","hurdle",0.0249088192699743,4.511667,5.032185,0.520518,0.56
"1163","ELF4","hurdle",0.000451010313747537,2.448321,4.082978,1.634657,0.56
"955","DCSTAMP","hurdle",9.75624837643607e-12,-3.321928,3.81682,7.138748,0.56
"552","CC2D2A","hurdle",0.0130414704071613,3.817467,4.894968,1.077501,0.56
"526","CARD16","hurdle",4.81599124059497e-06,1.58104,3.608526,2.027486,0.56
"387","BRD9","hurdle",0.021937029140423,4.489586,5.031525,0.541939,0.56
"9","AATF","hurdle",0.0372884954951622,5.133302,5.713031,0.579729,0.56
"4421","ZNF668","hurdle",0.00290127237775331,3.130843,4.301798,1.170955,0.559
"4420","ZNF667","hurdle",0.00179805732627637,3.132607,4.086745,0.954137999999999,0.559
"4378","ZNF408","hurdle",0.00492303445758998,3.704685,4.542547,0.837862,0.559
"4223","VPS18","hurdle",0.0382434040751461,4.923824,5.546619,0.622795,0.559
"3988","TNFRSF10D","hurdle",2.06660808881501e-05,1.33043,4.083345,2.752915,0.559
"3929","TMEM127","hurdle",0.0529979919713049,5.372892,5.960854,0.587962,0.559
"3582","SLC9A9","hurdle",6.73362712299485e-05,1.675078,3.812721,2.137643,0.559
"3545","SLC31A2","hurdle",0.00291571781183083,3.96526,4.617469,0.652209,0.559
"3487","SKA2","hurdle",0.0492178863911713,4.791379,5.29296,0.501581,0.559
"3042","RABL2B","hurdle",0.0229924869388042,3.586658,4.154236,0.567578,0.559
"2819","POFUT2","hurdle",0.0196538872859463,4.151671,4.983626,0.831955,0.559
"2661","PCYT2","hurdle",0.0275712560066958,4.954828,5.584678,0.62985,0.559
"2215","MFSD1","hurdle",0.0541859859240723,6.383403,6.90518,0.521776999999999,0.559
"2203","METTL4","hurdle",0.00220061401217834,2.648243,4.391617,1.743374,0.559
"2006","LCAT","hurdle",3.5749263087693e-07,0.7830946,3.3338466,2.550752,0.559
"1517","GHRL","hurdle",0.00293798248513332,3.44721,4.664169,1.216959,0.559
"1256","EZH2","hurdle",0.000236148108465405,1.737248,3.519339,1.782091,0.559
"1215","ERAP1","hurdle",0.0411531608972008,4.80097,5.355522,0.554551999999999,0.559
"1214","EPSTI1","hurdle",0.0251719088464085,4.581216,5.260438,0.679221999999999,0.559
"1124","EGFLAM","hurdle",7.73663460456475e-10,-2.539066,3.786556,6.325622,0.559
"784","CNOT3","hurdle",0.0425381557683119,3.911809,4.517388,0.605579000000001,0.559
"483","C4orf32","hurdle",0.00489078439745487,3.320743,4.147602,0.826859,0.559
"226","ARHGEF19","hurdle",9.24516536324488e-06,0.995906,3.580304,2.584398,0.559
"183","AP5Z1","hurdle",0.00452868766212847,4.30932,5.601542,1.292222,0.559
"166","ANO10","hurdle",0.0246744348784583,4.930541,5.615371,0.68483,0.559
"146","ANAPC1","hurdle",0.015792203644279,3.306037,3.945928,0.639891,0.559
"4441","ZNF8","hurdle",0.00139596040923061,2.503943,3.978776,1.474833,0.558
"4310","ZCCHC7","hurdle",0.0477551074649927,4.540137,5.096194,0.556057,0.558
"3872","THAP1","hurdle",0.0256732947189733,4.162327,4.810758,0.648431,0.558
"3681","SPSB2","hurdle",0.019235792974231,4.285921,4.824526,0.538605,0.558
"3448","SGTB","hurdle",0.00529648889720902,3.197302,4.150812,0.95351,0.558
"3246","RPL39L","hurdle",0.000232939262419332,2.111348,4.174942,2.063594,0.558
"3014","PYROXD2","hurdle",0.00139884687326499,3.401456,4.984594,1.583138,0.558
"2918","PROSER1","hurdle",0.0171426795015061,4.131583,4.78304,0.651457,0.558
"2831","POLR1E","hurdle",0.006307036076638,3.507742,4.499561,0.991819,0.558
"2618","PAPD4","hurdle",0.0359728760074943,4.768407,5.272138,0.503731,0.558
"2567","OPN3","hurdle",0.00278279974214056,3.03091,4.036899,1.005989,0.558
