"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.delta","log2fold_change","Auc"
"942","HLCS","hurdle",0.000530157301579064,4.397701,5.393308,0.995607000000001,0.591
"802","FRA10AC1","hurdle",0.000272904357345489,5.121251,6.117837,0.996586,0.591
"273","CACNA1A","hurdle",0.000671444580184206,5.155282,5.774104,0.618822000000001,0.591
"235","C21orf58","hurdle",0.0018110188694394,5.620855,6.277309,0.656454,0.591
"1924","SMOC1","hurdle",0.000461130255696174,5.418192,6.30745,0.889258,0.59
"1903","SLC7A5","hurdle",9.71772240823063e-05,4.888076,6.388615,1.500539,0.59
"1774","RTN4","hurdle",0.0021404077141891,9.225714,9.746751,0.521037,0.59
"1627","PRUNE2","hurdle",0.000655040438088283,5.595578,6.683146,1.087568,0.59
"1455","PBX3","hurdle",0.000203990641235459,5.486497,6.462108,0.975611,0.59
"152","ATP5EP2","hurdle",0.000585326692869522,7.015578,7.777483,0.761905,0.59
"2313","ZC3H11A","hurdle",0.00334113089141689,5.752265,6.557726,0.805460999999999,0.589
"2029","TAGLN3","hurdle",0.000411648190841184,5.366054,6.141415,0.775361,0.589
"579","DNAJB9","hurdle",0.00246474647693757,7.082994,7.73951,0.656516,0.589
"502","CXXC4","hurdle",0.00077457058592762,5.243502,5.829395,0.585893,0.589
"2017","SYT14","hurdle",0.000218759248260377,4.086084,5.483814,1.39773,0.588
"1845","SH3GL2","hurdle",0.00077532130119105,5.485209,6.617199,1.13199,0.588
"1560","PLXNC1","hurdle",3.07317890743623e-05,3.234184,5.276274,2.04209,0.588
"1478","PCM1","hurdle",0.0188994823584974,6.971224,7.502463,0.531238999999999,0.588
"528","DDAH2","hurdle",0.00509580990314874,6.023186,6.618224,0.595038,0.588
"13","ABHD16A","hurdle",9.00183374270946e-05,5.634734,7.189153,1.554419,0.588
"1788","SAMD3","hurdle",2.42098695017369e-05,3.599507,5.506987,1.90748,0.587
"1332","NCALD","hurdle",0.0020569443120281,5.61576,6.345545,0.729785000000001,0.587
"1221","MBOAT4","hurdle",2.7879985002022e-05,3.925207,5.325862,1.400655,0.587
"1176","LYSMD2","hurdle",0.000818666533331266,5.964183,6.811801,0.847618,0.587
"137","ASH1L","hurdle",0.0431345211658524,6.582134,7.264763,0.682629,0.587
"2291","XIAP","hurdle",0.017861049553077,6.004193,6.670975,0.666782,0.586
"2260","VWA5A","hurdle",0.00133944135688157,6.766676,7.698122,0.931445999999999,0.586
"1526","PIGP","hurdle",0.0168631076328254,6.471376,6.990141,0.518765,0.586
"119","ARID5B","hurdle",0.0059441126943837,6.160836,6.763079,0.602243000000001,0.586
"80","ANK3","hurdle",0.00038033254471905,4.334718,5.693238,1.35852,0.586
"2021","SYT5","hurdle",0.000938414656680681,4.833094,5.85343,1.020336,0.585
"1817","SEMA3E","hurdle",0.000710139074024487,5.124722,5.99666,0.871938,0.585
"1648","PVRL3","hurdle",0.00172086420754103,4.585687,5.769226,1.183539,0.585
"1579","PPFIA2","hurdle",5.67332545360821e-12,-0.2860146,4.4342593,4.7202739,0.585
"1375","NPC1L1","hurdle",1.33380623194715e-05,4.259697,5.536605,1.276908,0.585
"788","FLVCR1","hurdle",0.00234118067366819,5.113888,6.211765,1.097877,0.585
"542","DENND5B","hurdle",9.23724867523108e-05,4.133286,5.624336,1.49105,0.585
"1729","RHOBTB3","hurdle",0.0108711228148731,7.796234,8.357687,0.561453,0.584
"1427","OXCT1","hurdle",0.00132713499972988,4.629423,5.645068,1.015645,0.584
"1183","MAGEF1","hurdle",0.00993577163568512,6.109495,6.701889,0.592394000000001,0.584
"798","FOXP2","hurdle",0.000821326358640113,4.683617,5.351542,0.667925,0.584
"419","CHM","hurdle",0.000870785737338238,5.351124,6.325615,0.974491,0.584
"274","CACNA1D","hurdle",0.00104167383464521,5.254756,5.950054,0.695297999999999,0.584
"150","ATP2A3","hurdle",0.00545194090664512,6.759299,7.312158,0.552859,0.584
"2271","WDR17","hurdle",8.02138079540668e-05,3.019701,4.513246,1.493545,0.583
"2008","SYNE2","hurdle",0.014541640601472,7.216353,7.820429,0.604076,0.583
"1859","SIPA1L2","hurdle",0.000160301410130127,3.877749,5.2557,1.377951,0.583
"1794","SCD5","hurdle",0.00143402767416077,6.225551,7.167473,0.941922,0.583
"1707","REC8","hurdle",0.000618143221677678,4.987118,5.858091,0.870973,0.583
"1580","PPIG","hurdle",0.00665527131889608,6.986132,7.553366,0.567234,0.583
"1323","NAP1L3","hurdle",2.83013669791496e-06,3.819104,5.99836,2.179256,0.583
"936","HID1","hurdle",0.00413148731699705,5.797707,6.552642,0.754935,0.583
"626","EFHC1","hurdle",0.00974741042956329,5.678116,6.552195,0.874079,0.583
"504","CYB5R4","hurdle",0.00546283686385596,4.958326,6.02455,1.066224,0.583
"364","CDC42SE2","hurdle",0.00408359053704831,6.430722,7.232138,0.801416,0.583
"2247","VASH1","hurdle",0.000220901142298769,3.054641,4.699195,1.644554,0.582
"2186","TTC37","hurdle",0.0132611386282226,6.725637,7.361111,0.635474,0.582
"2120","TMEM63C","hurdle",0.000149009851547777,3.372272,4.508343,1.136071,0.582
"1886","SLC2A13","hurdle",0.000481516775613342,5.085789,6.414905,1.329116,0.582
"1158","LRRC49","hurdle",9.60038882499133e-05,3.367719,4.951281,1.583562,0.582
"1088","KIF3A","hurdle",0.0177523044616901,5.816889,6.627138,0.810249000000001,0.582
"991","IKBKAP","hurdle",0.00501877751777593,5.459985,6.416756,0.956771000000001,0.582
"812","FZD3","hurdle",0.0102184185206471,5.334968,6.138402,0.803434,0.582
"690","FAM105A","hurdle",0.00245609721948864,5.284163,6.224612,0.940448999999999,0.582
"545","DFNB31","hurdle",0.000302236360333618,3.424537,4.514922,1.090385,0.582
"163","BAIAP2","hurdle",0.00242264238667124,4.977906,5.663076,0.68517,0.582
"2051","TCEAL6","hurdle",3.2421664615615e-06,2.425982,4.834164,2.408182,0.581
"2047","TCEAL1","hurdle",0.0041563968028533,5.501002,6.178301,0.677299000000001,0.581
"1994","STXBP1","hurdle",0.00182432076434022,7.291643,8.023589,0.731946,0.581
"1689","RASSF6","hurdle",0.00300719272062477,5.697718,6.374554,0.676836,0.581
"1318","NAAA","hurdle",0.00341863057536393,4.696304,5.678418,0.982114,0.581
"968","HSPB11","hurdle",0.0049089474258378,5.862864,6.563813,0.700949,0.581
"136","ASCL2","hurdle",6.79337318742709e-05,3.521452,5.288744,1.767292,0.581
"2163","TRPM3","hurdle",4.77990033751044e-06,2.705995,4.662157,1.956162,0.58
"1925","SMPD3","hurdle",7.121552216953e-05,3.252533,4.812637,1.560104,0.58
"154","ATP6V1A","hurdle",0.0233383037668516,7.17792,7.766309,0.588388999999999,0.58
"2391","ZNF483","hurdle",0.000480263589909955,3.567129,4.890682,1.323553,0.579
"2130","TMPRSS6","hurdle",1.0770349541246e-05,3.37964,5.355592,1.975952,0.579
"1927","SNAP91","hurdle",0.00111549649165544,4.246825,5.541515,1.29469,0.579
"1547","PLCB4","hurdle",0.00140572592645148,4.668321,5.351805,0.683484,0.579
"1503","PER2","hurdle",0.00210684985742147,5.017697,6.058664,1.040967,0.579
"1333","NCAM1","hurdle",0.00883552664739746,5.902643,6.536302,0.633659,0.579
"1082","KIAA2022","hurdle",4.75810973649176e-05,3.123611,4.992551,1.86894,0.579
"1022","JMJD1C","hurdle",0.0214110180211802,6.80202,7.315398,0.513378,0.579
"633","EGR4","hurdle",5.72680037310751e-07,2.554983,5.418583,2.8636,0.579
"87","ANKS1B","hurdle",2.74126286550181e-07,2.458727,5.180481,2.721754,0.579
"48","AGPAT5","hurdle",0.00216670481987445,4.353349,5.322437,0.969088,0.579
"2251","VMA21","hurdle",0.0210094933831864,5.610382,6.354681,0.744299,0.578
"2136","TOM1L2","hurdle",2.38133422395611e-05,4.835869,6.091599,1.25573,0.578
"2092","TMCC3","hurdle",0.00185478388051281,4.496918,5.708335,1.211417,0.578
"2063","TENM2","hurdle",9.39052105557485e-06,3.222578,4.698729,1.476151,0.578
"1790","SCAMP1","hurdle",0.0255114894473238,6.604954,7.219323,0.614369,0.578
"1592","PPP1R3E","hurdle",0.000411473472949118,4.153809,5.742487,1.588678,0.578
"1274","MPHOSPH8","hurdle",0.0419833804238595,6.233394,6.793584,0.56019,0.578
"1233","ME3","hurdle",0.00075914128170807,4.452648,5.754467,1.301819,0.578
"135","ASCL1","hurdle",1.57789857913803e-10,1.914525,4.508711,2.594186,0.578
"14","ABI3BP","hurdle",7.52531780700416e-08,2.239614,5.052885,2.813271,0.578
"2254","VPS13C","hurdle",0.00129278830689282,6.866541,7.565711,0.699170000000001,0.577
"1791","SCAPER","hurdle",0.00446733889882098,5.502136,6.266742,0.764606,0.577
"1101","KLHL2","hurdle",0.000143330392115566,4.362407,5.840357,1.47795,0.577
"797","FOXO1","hurdle",0.00663036744219429,5.546264,6.370786,0.824522,0.577
"679","EXOC7","hurdle",0.0435883321713551,5.820886,6.462997,0.642111,0.577
"371","CDH10","hurdle",0.00041127710298462,4.147907,5.347271,1.199364,0.577
"194","BSN","hurdle",0.000603555857233484,3.963883,5.58553,1.621647,0.577
"77","ANGEL1","hurdle",0.00335333144104072,4.721054,5.691031,0.969977,0.577
"26","ACTL6B","hurdle",0.000238054293718652,3.598747,4.850485,1.251738,0.577
"1917","SMARCA1","hurdle",0.0480916096293276,6.823927,7.372941,0.549014,0.576
"1914","SLIT1","hurdle",1.50206363829595e-06,2.733989,4.634311,1.900322,0.576
"1733","RICTOR","hurdle",0.0156308866734851,4.989576,5.937267,0.947691000000001,0.576
"1595","PPP4R4","hurdle",1.01821235877993e-05,2.24858,4.475126,2.226546,0.576
"1315","N4BP2","hurdle",0.000974459975199061,4.127797,5.452651,1.324854,0.576
"1050","KCNJ2","hurdle",3.08937408563085e-07,2.112067,4.979323,2.867256,0.576
"830","GCGR","hurdle",1.15320520149183e-05,3.477137,4.896089,1.418952,0.576
"706","FAM167A","hurdle",0.00165055182226744,5.085925,6.134617,1.048692,0.576
"370","CDCP1","hurdle",0.00911364946886479,6.284177,7.145302,0.861125,0.576
"19","ACAP2","hurdle",0.00834420825907089,5.757014,6.523687,0.766673,0.576
"12","ABHD10","hurdle",0.00816456242636825,5.144492,6.254201,1.109709,0.576
"2456","ZRANB2","hurdle",0.0218627464788157,6.434557,7.004189,0.569632,0.575
"1827","SETBP1","hurdle",0.00367019958272709,4.377507,5.47216,1.094653,0.575
"1685","RASA4","hurdle",0.000147566156284463,3.388318,4.715624,1.327306,0.575
"833","GCLM","hurdle",0.0151197384656078,6.411366,7.087049,0.675683,0.575
"129","ARNT2","hurdle",0.00179257652437938,4.811488,5.577946,0.766458,0.575
"50","AHCTF1","hurdle",0.00209607200801167,4.197218,5.164858,0.967639999999999,0.575
"2137","TOMM34","hurdle",0.0197792860141596,6.276893,7.11927,0.842377,0.574
"1663","RAB39B","hurdle",0.000171186200921903,3.83092,5.431384,1.600464,0.574
"1585","PPM1K","hurdle",0.0182266286015025,5.734909,6.511928,0.777019,0.574
"1537","PJA2","hurdle",0.0221176328422022,6.987906,7.666524,0.678618,0.574
"1257","MIA2","hurdle",0.00196044836706406,4.159146,4.870819,0.711673,0.574
"1252","MGAT4A","hurdle",0.0307847151638668,6.035048,6.637921,0.602873000000001,0.574
"179","BET1","hurdle",0.0194765692383235,5.393626,5.946391,0.552765,0.574
"49","AGTR1","hurdle",6.09074610206925e-05,3.128117,4.866814,1.738697,0.574
"2232","USP11","hurdle",0.00129954943117308,6.829645,7.753476,0.923831,0.573
"2019","SYT17","hurdle",0.00214375310514169,4.975883,5.625377,0.649494000000001,0.573
"1949","SPECC1L","hurdle",0.00203446200331126,4.140289,5.326433,1.186144,0.573
"1835","SGCE","hurdle",0.0106262499535321,5.957594,6.696662,0.739068,0.573
"1383","NR0B1","hurdle",0.00126670107891625,5.701951,6.205075,0.503124,0.573
"1184","MAGEL2","hurdle",0.000107976786420634,2.77213,4.814247,2.042117,0.573
"656","ENPP4","hurdle",0.0172677642027524,5.214754,5.875474,0.66072,0.573
"474","CREB3L2","hurdle",0.0119218775705521,6.317339,6.946549,0.62921,0.573
"363","CDC42EP3","hurdle",0.00292237952190716,6.320073,7.145175,0.825102,0.573
"155","ATP6V1B2","hurdle",0.0175938909605221,7.629951,8.191979,0.562028,0.573
"117","ARHGEF9","hurdle",0.0126423980117893,4.905567,5.887656,0.982089,0.573
"110","ARHGAP44","hurdle",0.00247245695906911,3.653685,4.78328,1.129595,0.573
"10","ABCC5","hurdle",0.00389061178110459,5.042115,5.990391,0.948276,0.573
"2187","TTC39A","hurdle",0.0236733055114269,6.213461,7.065822,0.852361,0.572
"2172","TSHZ1","hurdle",0.00844238443927649,4.982703,5.750656,0.767953,0.572
"1645","PUM1","hurdle",0.0138481535190521,6.589866,7.189488,0.599622,0.572
"1583","PPM1A","hurdle",0.000150004955328981,5.785172,6.717682,0.93251,0.572
"1337","NCOA1","hurdle",0.00644515426255935,5.345457,6.100914,0.755457000000001,0.572
"1224","MCHR1","hurdle",3.3724609061566e-08,1.292355,4.488241,3.195886,0.572
"876","GPM6A","hurdle",0.000281819269401765,4.210976,5.753603,1.542627,0.572
"376","CDK14","hurdle",0.0022591117423808,3.92695,5.037797,1.110847,0.572
"316","CBX7","hurdle",0.00303540272666304,4.379033,5.606375,1.227342,0.572
"73","AMN1","hurdle",0.00148001458058413,4.780366,5.938896,1.15853,0.572
"2176","TSPYL2","hurdle",0.0130393931985502,5.506547,6.307507,0.80096,0.571
"2135","TNPO1","hurdle",0.0263171081510358,6.147085,6.86965,0.722565,0.571
"1960","SPRYD3","hurdle",0.0388522661163599,6.531002,7.082636,0.551634,0.571
"1723","RGS22","hurdle",4.72923178638344e-06,1.789313,4.304857,2.515544,0.571
"1674","RAD21","hurdle",0.00630539311582564,6.855913,7.451935,0.596022,0.571
"1566","PNN","hurdle",0.019626371324226,6.824179,7.403525,0.579346,0.571
"1501","PELI1","hurdle",0.00565297713946135,4.601634,5.549816,0.948182,0.571
"1307","MYO3A","hurdle",0.0068987284486547,4.840732,5.731189,0.890457,0.571
"1133","LMTK2","hurdle",0.00217430169573409,4.532446,5.584957,1.052511,0.571
"824","GALNT13","hurdle",0.000151535680946454,3.433372,4.940989,1.507617,0.571
"604","DSCAM","hurdle",6.752298543233e-06,2.448955,3.948417,1.499462,0.571
"503","CYB5D2","hurdle",0.0198162882969128,6.194875,6.922,0.727125,0.571
"488","CSRNP3","hurdle",0.00370239860245383,4.476161,5.415519,0.939357999999999,0.571
"408","CERK","hurdle",0.000208891628046555,5.997977,6.937972,0.939995000000001,0.571
"128","ARMCX4","hurdle",0.00584183098562403,4.342376,5.261629,0.919253,0.571
"68","ALPK3","hurdle",0.0223571867713297,5.676261,6.537137,0.860876,0.571
"2266","WAC","hurdle",0.0451358917195452,6.732334,7.259697,0.527363,0.57
"2234","USP13","hurdle",0.00195668491571914,3.855321,5.188749,1.333428,0.57
"2126","TMF1","hurdle",0.0593077695428353,6.373899,7.038381,0.664482,0.57
"1987","STMN1","hurdle",0.00895605158887375,7.231065,7.85091,0.619845,0.57
"1830","SEZ6","hurdle",0.000422047544324597,3.395843,4.950544,1.554701,0.57
"1489","PDE4DIP","hurdle",0.00399721706432917,6.453302,7.134386,0.681084,0.57
"1085","KIF16B","hurdle",0.00169339630800712,4.061912,5.493476,1.431564,0.57
"1021","JAM3","hurdle",0.00596204029938246,4.985152,5.592145,0.606993,0.57
"971","HTR1F","hurdle",0.00049025463363202,3.197285,4.587601,1.390316,0.57
"863","GNE","hurdle",0.0126338220414115,4.542543,5.500578,0.958035,0.57
"246","C2orf69","hurdle",0.00144496583994281,4.942219,5.926832,0.984613,0.57
"242","C2CD5","hurdle",0.0162400588756713,4.97996,5.886705,0.906745,0.57
"231","C1orf27","hurdle",0.000739798687411718,5.208662,6.149317,0.940655,0.57
"175","BCL2L13","hurdle",0.0460398347096104,5.680772,6.440311,0.759539,0.57
"92","APBB1","hurdle",0.000375537107139232,5.87945,7.001149,1.121699,0.57
"22","ACSL1","hurdle",0.0043748151906479,5.99045,7.018524,1.028074,0.57
"2265","VWDE","hurdle",0.00117384998768333,4.08888,4.929301,0.840421,0.569
"1971","ST3GAL1","hurdle",0.00758977738885324,5.206992,6.341741,1.134749,0.569
"1654","RAB11A","hurdle",0.00200742183237162,8.241317,8.776821,0.535504,0.569
"1219","MBNL2","hurdle",0.0412929429000222,6.290311,6.960839,0.670528,0.569
"1015","IRS2","hurdle",0.0189354192321913,5.294311,6.285981,0.991669999999999,0.569
"894","GRIA2","hurdle",0.00302345119248588,4.215619,5.35774,1.142121,0.569
"658","EPB41L3","hurdle",0.0211207796089614,5.506289,6.024122,0.517833,0.569
"338","CCDC85A","hurdle",2.44767473922128e-08,-0.3746368,3.3501984,3.7248352,0.569
"58","AKT3","hurdle",0.0247276116492423,5.503248,6.046815,0.543566999999999,0.569
"2174","TSPAN5","hurdle",0.00123140321140653,3.463227,4.66617,1.202943,0.568
"1834","SFXN5","hurdle",7.17345473299039e-05,3.380861,5.394158,2.013297,0.568
"1696","RBM23","hurdle",0.00457348319401454,6.134709,6.93076,0.796051,0.568
"1670","RABGGTB","hurdle",0.116949221465042,6.159086,6.750871,0.591785,0.568
"1620","PRRC2B","hurdle",0.126813808146016,6.417291,7.024452,0.607161000000001,0.568
"1216","MAST4","hurdle",0.0304662026229897,6.100617,6.817811,0.717194,0.568
"735","FAM81B","hurdle",3.94419218697588e-08,0.1526649,3.8912826,3.7386177,0.568
"613","DUSP8","hurdle",0.00385456579818893,4.124854,5.108055,0.983201,0.568
"255","C5orf49","hurdle",3.28663944583487e-06,1.86456,4.623311,2.758751,0.568
"215","C17orf51","hurdle",0.00152365690155976,3.234818,4.906859,1.672041,0.568
"63","ALG2","hurdle",0.0326017532296943,6.236223,6.886273,0.65005,0.568
"2358","ZNF24","hurdle",0.0189976149701609,6.474158,7.14641,0.672252,0.567
"1823","SERP2","hurdle",0.00892234006116535,4.213664,5.051747,0.838083,0.567
"1776","RUFY3","hurdle",0.00366630637485338,6.818591,7.419927,0.601336000000001,0.567
"1719","RGS16","hurdle",0.00479557474051326,5.16195,6.213586,1.051636,0.567
"1716","RGAG4","hurdle",0.00856102038822122,4.324624,5.134352,0.809728,0.567
"1610","PRMT6","hurdle",0.0144486814980167,4.795608,5.8926,1.096992,0.567
"1209","MARCH3","hurdle",0.000454657200356568,3.763674,5.296458,1.532784,0.567
"940","HIST2H2BE","hurdle",0.00653515344671216,5.424049,6.396945,0.972896,0.567
"795","FOXA2","hurdle",0.0385566549815334,5.724252,6.656787,0.932535,0.567
"720","FAM214A","hurdle",0.0100579093065114,5.120529,5.917472,0.796943,0.567
"659","EPB41L4B","hurdle",0.0223706600657578,5.183936,5.913893,0.729957,0.567
"530","DDX25","hurdle",0.000988878145510555,3.710517,5.044368,1.333851,0.567
"441","CLTC","hurdle",0.00388810378570695,8.104137,8.670295,0.566158,0.567
"351","CD14","hurdle",0.00547415912862478,4.411245,5.416627,1.005382,0.567
"217","C17orf75","hurdle",0.00427709027358224,4.318652,5.445823,1.127171,0.567
"2236","USP27X","hurdle",0.000200954503377343,2.690951,4.289419,1.598468,0.566
"2178","TSPYL5","hurdle",0.0165248905688327,4.832322,5.754462,0.922140000000001,0.566
"2057","TCTA","hurdle",0.0132316669175101,6.357441,6.940916,0.583475,0.566
"1962","SPTBN4","hurdle",0.00413208475622016,3.893288,5.115165,1.221877,0.566
"1781","RYBP","hurdle",0.0226269718595624,5.425182,6.124833,0.699650999999999,0.566
"1769","RRM2B","hurdle",0.0136296938272846,4.871116,5.754314,0.883198,0.566
"1647","PURB","hurdle",0.0241052600839964,4.544954,5.17973,0.634776,0.566
"1380","NPTN","hurdle",0.0308680327805226,6.992103,7.615908,0.623805,0.566
"1284","MSANTD4","hurdle",0.00526200404594252,4.895489,5.825006,0.929517,0.566
"1235","MED12L","hurdle",1.58876653449514e-05,2.138583,4.029507,1.890924,0.566
"998","IL20RA","hurdle",0.00667652110965698,4.758499,5.339324,0.580825000000001,0.566
"960","HSD17B12","hurdle",0.0664449254480237,7.225983,7.78876,0.562777,0.566
"866","GNPDA1","hurdle",0.0152412158184576,5.819251,6.528974,0.709722999999999,0.566
"670","ESR1","hurdle",3.33922621075333e-07,0.9934343,4.1793726,3.1859383,0.566
"635","EHF","hurdle",0.0464060910024169,6.736252,7.718373,0.982120999999999,0.566
"577","DNAJA4","hurdle",0.00419587334281888,4.873707,5.50333,0.629623,0.566
"45","AGFG2","hurdle",0.0151952309502931,4.093955,5.269086,1.175131,0.566
"36","ADCY5","hurdle",0.000340560013382609,3.660494,4.618929,0.958435,0.566
"29","ACYP1","hurdle",0.0216831889834735,4.29094,5.139135,0.848195,0.566
"2189","TTC8","hurdle",0.000405947588258061,5.544287,6.553094,1.008807,0.565
"1718","RGS11","hurdle",0.00639214035319005,3.896944,5.14396,1.247016,0.565
"1608","PRKCA","hurdle",0.00341808515458581,4.398637,5.407972,1.009335,0.565
"1550","PLCL2","hurdle",0.00371021686072664,3.908761,4.787058,0.878297,0.565
"1064","KCTD12","hurdle",0.04926235492114,6.32929,6.892257,0.562967,0.565
"710","FAM177B","hurdle",1.63219722452087e-08,0.3453387,4.7635585,4.4182198,0.565
"572","DNAH6","hurdle",1.33637185927389e-06,0.8111422,3.9318289,3.1206867,0.565
"161","B9D1","hurdle",0.00184978907937588,5.273068,6.167087,0.894019,0.565
"2309","ZBTB41","hurdle",0.028670469084024,4.914965,5.849896,0.934931000000001,0.564
"1921","SMIM18","hurdle",0.000860698719867448,3.369113,4.638972,1.269859,0.564
"1818","SEMA4D","hurdle",0.00039576305456153,3.437719,4.879429,1.44171,0.564
"1681","RAP1GAP2","hurdle",0.0644212489635095,6.557215,7.062073,0.504858,0.564
"1539","PKDCC","hurdle",0.000234365110955149,3.152536,5.386837,2.234301,0.564
"1497","PDZRN3","hurdle",0.000314278768249466,4.311926,4.951389,0.639463,0.564
"1424","OTUD4","hurdle",0.026417278514447,4.3492,5.302774,0.953574000000001,0.564
"1342","NEBL","hurdle",0.0178920108351388,5.298175,6.039763,0.741588,0.564
"1078","KIAA1456","hurdle",0.00205278030156307,3.402254,4.570989,1.168735,0.564
"743","FAR1","hurdle",0.0163127745236228,5.321549,6.319795,0.998246,0.564
"605","DSCAML1","hurdle",0.00144275735019873,2.895016,4.10226,1.207244,0.564
"479","CRMP1","hurdle",0.00741260120710731,5.588894,6.385274,0.79638,0.564
"302","CAPSL","hurdle",4.01576319320294e-07,1.186412,4.436394,3.249982,0.564
"262","C9orf135","hurdle",2.24758404598151e-05,2.198786,4.184801,1.986015,0.564
"2455","ZNRF2","hurdle",0.0100836340619536,3.418616,4.442657,1.024041,0.563
"2157","TRIQK","hurdle",0.033713490792883,5.499402,6.2243,0.724898,0.563
"1933","SOCS7","hurdle",0.00978919342863567,4.133088,5.284903,1.151815,0.563
"1783","S100B","hurdle",0.00158117123302871,4.196517,5.465985,1.269468,0.563
"1658","RAB2B","hurdle",0.00200027944521889,4.399053,5.654158,1.255105,0.563
"1514","PHF12","hurdle",0.0202179540925436,4.078854,5.165274,1.08642,0.563
"1178","MAATS1","hurdle",0.00050996509441148,2.825325,4.263646,1.438321,0.563
