"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.acinar","log2fold_change","Auc"
"609","CCDC85C","hurdle",0.129220090284928,2.971906,3.83499,0.863084,0.534
"562","CASP1","hurdle",0.0394588444464916,2.924776,3.674431,0.749655,0.534
"475","C2","hurdle",0.0208018800662817,2.596533,4.059976,1.463443,0.534
"448","C14orf28","hurdle",0.0761754930674563,3.14848,3.934039,0.785559,0.534
"417","BRWD3","hurdle",0.206054778625322,3.456325,4.462451,1.006126,0.534
"226","APOA2","hurdle",1.51715344426041e-05,-1.849744,4.529877,6.379621,0.534
"43","ACOT4","hurdle",0.0363854754148081,2.246698,3.310681,1.063983,0.534
"4496","ZNF85","hurdle",0.039340681719253,3.16675,3.786536,0.619786,0.533
"4489","ZNF782","hurdle",0.0258048564823722,1.122402,2.82989,1.707488,0.533
"4415","ZNF232","hurdle",0.271276055169032,3.461943,3.992704,0.530761,0.533
"4308","WDR90","hurdle",0.0945316523850826,2.703778,3.830953,1.127175,0.533
"3917","TMEM120B","hurdle",0.192116937554691,3.528104,4.626757,1.098653,0.533
"3810","TBRG4","hurdle",0.0795120661329854,5.08328,5.769858,0.686578,0.533
"3777","TAB1","hurdle",0.061900755919002,3.306344,3.832287,0.525943,0.533
"3740","STX6","hurdle",0.229379343844858,3.73706,4.266331,0.529271,0.533
"3488","SLC19A3","hurdle",0.0159891485520329,1.478514,3.792559,2.314045,0.533
"3414","SETMAR","hurdle",0.176061295153849,3.305773,3.881222,0.575449,0.533
"3411","SETD1A","hurdle",0.164736504026742,3.254192,4.121892,0.8677,0.533
"2848","POLG2","hurdle",0.124901507874085,2.715813,3.520182,0.804369,0.533
"2817","PLOD2","hurdle",0.516192640550566,7.107394,7.63438,0.526986,0.533
"2782","PIP5KL1","hurdle",0.0113620524919165,1.186166,3.336593,2.150427,0.533
"2610","OTUD6B","hurdle",0.175648348981644,3.199753,3.722977,0.523224,0.533
"2506","NOL6","hurdle",0.347183318377709,4.112772,4.825614,0.712842,0.533
"2056","LIPT2","hurdle",0.0274959854968026,1.918049,2.966446,1.048397,0.533
"1976","KLF15","hurdle",0.00469147855023175,-0.8985283,2.2122055,3.1107338,0.533
"1803","IER5","hurdle",0.033566365897843,1.554854,3.250894,1.69604,0.533
"1661","HAMP","hurdle",6.63416501061514e-06,-1.668526,5.506457,7.174983,0.533
"1534","GID4","hurdle",0.159800317192274,2.874203,4.042953,1.16875,0.533
"1444","FRMD5","hurdle",0.0140513195223389,1.28343,2.964238,1.680808,0.533
"1273","EXOC6B","hurdle",0.0765097589658833,2.729751,3.297156,0.567405,0.533
"1085","DPY19L3","hurdle",0.227434969820585,3.545596,4.147936,0.602339999999999,0.533
"888","CSPP1","hurdle",0.360189196906071,4.000892,4.645012,0.64412,0.533
"885","CSNK1G2","hurdle",0.34836068047309,4.589315,5.201903,0.612588,0.533
"826","COL4A3","hurdle",0.00430518407787036,-0.5147012,1.3458336,1.8605348,0.533
"742","CHMP6","hurdle",0.337469853995074,4.817816,5.409865,0.592049,0.533
"110","AGPS","hurdle",0.354483975164501,4.528973,5.12439,0.595417,0.533
"7","AATK","hurdle",0.0247215903815453,1.808051,3.695073,1.887022,0.533
"4483","ZNF749","hurdle",0.0230343976823694,1.153918,2.14556,0.991642,0.532
"4440","ZNF443","hurdle",0.0410578832778754,1.470691,2.825878,1.355187,0.532
"4406","ZNF182","hurdle",0.128303070847965,3.494055,4.1871,0.693045,0.532
"4401","ZNF100","hurdle",0.123457524914743,2.567253,3.620547,1.053294,0.532
"4316","WRAP73","hurdle",0.303833641826992,4.201076,4.852652,0.651576,0.532
"4306","WDR77","hurdle",0.468668636469901,5.333357,5.944372,0.611015,0.532
"3809","TBCEL","hurdle",0.150654522025635,2.84806,3.599058,0.750998,0.532
"3796","TARBP1","hurdle",0.312369869889241,3.883353,4.632295,0.748942,0.532
"3760","SYCP2","hurdle",0.00610620003803168,0.3669098,2.7033077,2.3363979,0.532
"3757","SYCE1","hurdle",0.000210791778999219,0.3057278,2.9946581,2.6889303,0.532
"3457","SIK1","hurdle",0.0887122143508009,2.728485,3.267115,0.53863,0.532
"2918","PRKCQ","hurdle",0.00690122296121326,0.3653421,3.0371814,2.6718393,0.532
"2566","NUP88","hurdle",0.442463123687097,4.965698,5.626296,0.660598,0.532
"2453","NEK4","hurdle",0.241828909787465,3.91038,4.509424,0.599044,0.532
"2426","NCAPD2","hurdle",0.205291817066472,3.280746,3.790143,0.509397,0.532
"2124","LYSMD4","hurdle",0.0373533901695612,1.988126,3.328584,1.340458,0.532
"1755","HS3ST1","hurdle",0.0652046766695998,3.15444,4.264947,1.110507,0.532
"1718","HLA-DQA2","hurdle",0.00249935330683851,1.052384,2.707059,1.654675,0.532
"1474","GABPA","hurdle",0.277207174015917,3.347626,3.967835,0.620209,0.532
"1237","EPS8L3","hurdle",3.68160154761862e-05,0.008725895,2.349277692,2.340551797,0.532
"849","CPA3","hurdle",0.000503307624861154,-1.783048,2.700789,4.483837,0.532
"530","CACHD1","hurdle",0.066907217928275,1.851881,3.190227,1.338346,0.532
"141","ALDH18A1","hurdle",0.466651371887244,5.811996,6.322785,0.510789,0.532
"38","ACER2","hurdle",0.000119965376226714,-0.7464673,0.6271481,1.3736154,0.532
"4473","ZNF682","hurdle",0.132542486104796,2.282038,3.060685,0.778647,0.531
"4420","ZNF276","hurdle",0.176557256469213,3.311745,4.118255,0.80651,0.531
"4285","WARS2","hurdle",0.318812197561317,3.841358,4.424179,0.582821,0.531
"4270","VPS53","hurdle",0.294221025872748,5.325964,5.826564,0.5006,0.531
"3848","TFB2M","hurdle",0.310167240060919,4.087107,4.655824,0.568717,0.531
"3802","TAZ","hurdle",0.153971374260601,4.072569,4.638572,0.566003,0.531
"3722","STIL","hurdle",0.0104917622670644,1.042518,3.097843,2.055325,0.531
"3589","SLCO2A1","hurdle",0.010473858515015,1.915758,3.441535,1.525777,0.531
"3478","SLC13A3","hurdle",0.00239720037338452,0.2772727,1.9989748,1.7217021,0.531
"2841","POLD1","hurdle",0.0591110198872119,2.318756,3.308696,0.98994,0.531
"2534","NR6A1","hurdle",0.0285026462419972,1.842237,2.506734,0.664497,0.531
"2443","NDUFS2","hurdle",1.1362929159037e-05,7.07936,7.684972,0.605612,0.531
"2078","LRIG2","hurdle",0.0138188815096645,2.810255,3.404967,0.594712,0.531
"1838","IL22RA1","hurdle",7.34737683633808e-05,-1.591864,3.457491,5.049355,0.531
"1815","IFT140","hurdle",0.135444328982774,3.149613,3.695162,0.545549,0.531
"1495","GAS1","hurdle",0.0103724917293648,0.2492584,2.5519959,2.3027375,0.531
"1407","FITM2","hurdle",0.16179999982453,3.026585,3.99124,0.964655,0.531
"1214","ENTPD5","hurdle",0.108266240374965,2.272288,3.307247,1.034959,0.531
"918","CTU1","hurdle",0.0671093289690356,2.123188,3.672485,1.549297,0.531
"495","C4orf32","hurdle",0.19260069228036,3.382337,3.917307,0.53497,0.531
"369","BCAS3","hurdle",0.188236382560036,3.258587,4.317223,1.058636,0.531
"74","ADAMTS17","hurdle",3.82834729648965e-05,-0.01571743,0.78487674,0.80059417,0.531
"4261","VNN3","hurdle",2.41293808888941e-06,-3.321928,1.668572,4.9905,0.53
"4014","TNRC18","hurdle",0.316573728913958,2.99463,3.97565,0.98102,0.53
"3959","TMEM44","hurdle",0.0929344011098266,2.745824,3.607533,0.861709,0.53
"3660","SPIN3","hurdle",0.177266406175604,3.150405,3.935754,0.785349,0.53
"3373","SEC24C","hurdle",0.0116982888464877,5.870781,6.59725,0.726469,0.53
"3335","SAMD4A","hurdle",0.209872886876465,3.035508,3.790949,0.755441,0.53
"3023","PWWP2B","hurdle",0.255236065482619,3.871574,4.602283,0.730709,0.53
"2937","PRR5","hurdle",0.0593182737487969,2.616196,3.445961,0.829765,0.53
"2825","PMEL","hurdle",0.00328864817243706,0.7323786,3.069275,2.3368964,0.53
"2695","PDE11A","hurdle",0.0174726317732965,0.326755,3.184466,2.857711,0.53
"2663","PBX2","hurdle",0.219460638214699,2.942348,3.886745,0.944397,0.53
"2620","P2RY2","hurdle",0.00178556070935319,-0.09158669,2.84865047,2.94023716,0.53
"2360","MTM1","hurdle",0.233302701639623,3.399735,4.321626,0.921891,0.53
"2279","MOCOS","hurdle",0.0032189159461262,0.764303,3.530271,2.765968,0.53
"1907","IZUMO4","hurdle",0.0163699359861201,1.111549,3.290687,2.179138,0.53
"1442","FRMD3","hurdle",0.0011032907905446,-0.430358,2.888324,3.318682,0.53
"1435","FOXRED1","hurdle",0.0967670068794946,4.461285,5.189406,0.728121,0.53
"1073","DOLK","hurdle",0.318249184929287,4.980326,5.578163,0.597837,0.53
"980","DDI2","hurdle",0.140373724655254,3.140505,3.831646,0.691141,0.53
"939","CYP17A1","hurdle",0.000143845328544199,-0.733656,4.611122,5.344778,0.53
"873","CROT","hurdle",0.188207098105605,3.386933,4.094647,0.707714,0.53
"548","CAPN12","hurdle",0.00882855600367936,1.585072,2.551143,0.966071,0.53
"511","C8A","hurdle",2.4129380888894e-06,-3.321928,2.623728,5.945656,0.53
"401","BMP2K","hurdle",0.232070557011062,3.397344,4.132661,0.735317,0.53
"249","ARHGDIG","hurdle",0.029725151749917,1.968331,3.268846,1.300515,0.53
"243","ARHGAP28","hurdle",0.00162147050057939,-0.4857579,2.5704202,3.0561781,0.53
"42","ACOT1","hurdle",0.110177524143191,0.8941092,1.6702479,0.7761387,0.53
"15","ABCD3","hurdle",0.291555363918937,6.042481,6.559273,0.516792,0.53
"4511","ZSWIM4","hurdle",0.122680142658368,2.203087,2.908042,0.704955,0.529
"4480","ZNF737","hurdle",0.342052022820454,3.445881,4.267941,0.82206,0.529
"4464","ZNF627","hurdle",0.124039878949777,3.758384,4.536568,0.778184,0.529
"4462","ZNF624","hurdle",0.0320478315708626,1.295091,2.418503,1.123412,0.529
"4229","USP31","hurdle",0.224726582076355,2.955792,3.7295,0.773708,0.529
"4163","UBA5","hurdle",0.161366055008923,5.608683,6.113583,0.5049,0.529
"4156","TXNL4B","hurdle",0.244130764289226,3.466843,4.033853,0.56701,0.529
"3984","TMPRSS3","hurdle",0.000364491716380905,2.263658,2.782358,0.5187,0.529
"3590","SLCO2B1","hurdle",6.04023031094572e-06,-3.273911,3.112244,6.386155,0.529
"3450","SHPK","hurdle",0.190814027175887,3.304935,3.850949,0.546014,0.529
"2989","PTAFR","hurdle",0.00325480125070354,1.345369,4.410925,3.065556,0.529
"2676","PCDHGC3","hurdle",0.111575156651872,1.982037,2.83824,0.856203,0.529
"2403","MYRIP","hurdle",0.00363424659761712,1.112093,2.015859,0.903766,0.529
"2132","MAD1L1","hurdle",0.0968738988156861,3.815204,4.863999,1.048795,0.529
"2127","LZIC","hurdle",0.251589129246569,4.675232,5.190559,0.515327,0.529
"2115","LY75","hurdle",0.0216137419248231,0.9019883,2.3291649,1.4271766,0.529
"2070","LPCAT1","hurdle",0.219297035226423,5.006089,5.690821,0.684731999999999,0.529
"1908","JAG2","hurdle",0.0315821603040026,2.256203,2.907032,0.650829,0.529
"1372","FBXL18","hurdle",0.316944727520522,3.550707,4.139676,0.588969,0.529
"1303","FAM124A","hurdle",0.00402812597296143,0.0290258,2.6067809,2.5777551,0.529
"1191","ELF1","hurdle",0.142048768433903,5.964168,6.610131,0.645963,0.529
"1142","EEFSEC","hurdle",0.208704993527193,3.830929,4.693,0.862071,0.529
"1117","EAF2","hurdle",0.0390675306367366,2.655014,3.469348,0.814334,0.529
"1091","DSN1","hurdle",0.0068559615776001,2.429136,3.048657,0.619521,0.529
"982","DDO","hurdle",0.0121770528745064,1.876957,2.993099,1.116142,0.529
"912","CTSE","hurdle",0.0177868454408858,2.984605,3.514983,0.530378,0.529
"797","CMBL","hurdle",0.444315933437238,5.284617,5.808488,0.523871,0.529
"727","CHAF1B","hurdle",0.0457705437692732,1.171872,2.927057,1.755185,0.529
"708","CEP44","hurdle",0.355914289826986,3.799822,4.573347,0.773525,0.529
"703","CENPN","hurdle",0.32264075703471,2.911911,3.638129,0.726218,0.529
"451","C16orf95","hurdle",0.0590599619406543,1.557789,2.822039,1.26425,0.529
"303","ATG16L1","hurdle",0.242485350186917,3.762992,4.378207,0.615215,0.529
"177","AMY2B","hurdle",0.279469427002499,2.999964,3.93182,0.931856,0.529
"133","AKR1C4","hurdle",0.000123067237864201,-3.1930958,0.1653408,3.3584366,0.529
"4509","ZSCAN5A","hurdle",0.130446195128113,2.658666,3.565573,0.906907,0.528
"4494","ZNF823","hurdle",0.186625853128921,2.866124,3.879462,1.013338,0.528
"4325","XK","hurdle",0.0541684693919491,1.677996,3.227377,1.549381,0.528
"4129","TTC23","hurdle",0.142908720306157,2.935243,4.020456,1.085213,0.528
"4076","TRIM41","hurdle",0.294922519391068,3.649998,4.324458,0.67446,0.528
"3890","TLR5","hurdle",0.0958317510440121,2.508376,4.081164,1.572788,0.528
"3577","SLC5A6","hurdle",0.38858806490458,4.339997,4.936119,0.596121999999999,0.528
"3370","SEC16B","hurdle",0.0934418876753491,2.175338,3.401898,1.22656,0.528
"3120","RDH13","hurdle",0.259687919014486,3.789483,4.547138,0.757655,0.528
"3115","RBPMS2","hurdle",0.0425895832034194,0.5425582,2.4760703,1.9335121,0.528
"2723","PF4","hurdle",0.000514342028210214,-1.12897,2.93977,4.06874,0.528
"2507","NOM1","hurdle",0.319900911768035,3.945799,4.707214,0.761415,0.528
"2236","MFSD6L","hurdle",0.0655627522130292,2.378007,2.98974,0.611733,0.528
"2228","MEX3D","hurdle",0.190796614474289,1.376772,2.491531,1.114759,0.528
"2213","MERTK","hurdle",0.0100367241512315,1.333533,2.056165,0.722632,0.528
"1994","KPNA7","hurdle",0.000861953701351713,-1.153573,2.60251,3.756083,0.528
"1485","GALNT11","hurdle",0.232305364423844,5.487523,6.096521,0.608998,0.528
"1397","FGA","hurdle",0.00882771495088676,2.091757,5.624167,3.53241,0.528
"1374","FBXL20","hurdle",0.441269336861402,4.46627,5.016113,0.549843,0.528
"1061","DND1","hurdle",0.109363516839775,1.092436,2.135382,1.042946,0.528
"947","CYP4X1","hurdle",0.00964659033634047,-0.07997758,2.23259875,2.31257633,0.528
"889","CSRNP2","hurdle",0.414424274975132,4.337379,5.078922,0.741543,0.528
"608","CCDC73","hurdle",0.14522181996939,-0.6464394,0.03595797,0.68239737,0.528
"4485","ZNF774","hurdle",0.0392407380770473,0.6328752,2.0488463,1.4159711,0.527
"4470","ZNF672","hurdle",0.406165970837198,4.498156,5.038442,0.540286,0.527
"4449","ZNF554","hurdle",0.216233049592993,2.804265,3.605145,0.80088,0.527
"4403","ZNF124","hurdle",0.172788896510956,2.924778,3.456516,0.531738,0.527
"4358","ZBTB5","hurdle",0.0564426374900388,2.44842,3.9139,1.46548,0.527
"4350","ZBED3","hurdle",0.223558859618835,3.488252,4.312619,0.824367,0.527
"4083","TRIM66","hurdle",0.0754514709035374,2.833233,3.34898,0.515747,0.527
"3793","TAP2","hurdle",0.216344209719516,3.737976,4.275603,0.537627,0.527
"3749","SULT1A2","hurdle",0.0260052704613236,0.8985504,1.6437107,0.7451603,0.527
"3624","SNTA1","hurdle",0.20576634205742,3.217483,3.800675,0.583192,0.527
"3082","RAPGEF4","hurdle",0.266204045703917,3.411768,4.767384,1.355616,0.527
"2787","PIWIL2","hurdle",0.0121371918648048,1.516813,2.553989,1.037176,0.527
"2510","NOMO3","hurdle",0.167897541436697,0.894868,1.60874,0.713872,0.527
"2423","NAT6","hurdle",0.104928135118679,2.920381,3.486361,0.56598,0.527
"2361","MTMR1","hurdle",0.244817317866493,2.939509,3.538829,0.59932,0.527
"1937","KCNN2","hurdle",0.000950356255345569,-0.01687716,1.38510622,1.40198338,0.527
"1930","KCNJ5","hurdle",0.0184423094175757,0.645312,2.476233,1.830921,0.527
"1662","HAS3","hurdle",0.014966822524117,1.147726,2.986649,1.838923,0.527
"1587","GPC3","hurdle",0.0206216772219578,1.337639,2.641673,1.304034,0.527
"1545","GLI4","hurdle",0.343783960570817,3.716533,4.240689,0.524156,0.527
"1413","FLJ37035","hurdle",0.0425196642740384,1.005043,2.794331,1.789288,0.527
"1364","FASTKD3","hurdle",0.301591752694729,2.959816,3.932647,0.972831,0.527
"1358","FANCM","hurdle",0.00546226745995466,2.028105,2.73924,0.711135,0.527
"1349","FAM86C1","hurdle",0.0772684120496408,1.696261,3.304823,1.608562,0.527
"1315","FAM160A1","hurdle",0.00717542128580241,0.3892421,2.1171838,1.7279417,0.527
"1006","DERL3","hurdle",0.0285966054354663,1.692003,2.318523,0.62652,0.527
"191","ANKRD36","hurdle",0.412066310362877,3.547993,4.238294,0.690301,0.527
"179","ANAPC2","hurdle",0.112676923724035,3.377598,4.397536,1.019938,0.527
"4487","ZNF778","hurdle",0.0667611259790225,1.592637,2.769863,1.177226,0.526
"4471","ZNF676","hurdle",0.0318968277393858,0.1831518,2.1735425,1.9903907,0.526
"4426","ZNF341","hurdle",0.024349523305528,0.5226398,2.4549532,1.9323134,0.526
"4423","ZNF300","hurdle",0.0444717997725921,1.132756,2.333924,1.201168,0.526
"4307","WDR81","hurdle",0.328188293699169,3.213501,3.913886,0.700385,0.526
"4095","TRMT61A","hurdle",0.2606805145185,3.555473,4.33969,0.784217,0.526
"3938","TMEM192","hurdle",0.328334256429488,5.108828,5.634847,0.526019,0.526
"3817","TCEANC","hurdle",0.119992081606083,1.829128,2.464313,0.635185,0.526
"3515","SLC26A9","hurdle",0.00691510981439175,0.370702,3.316831,2.946129,0.526
"3050","RAB38","hurdle",0.033112500177201,0.7690104,2.5571959,1.7881855,0.526
"2085","LRP8","hurdle",0.0853080766679105,1.32572,2.81662,1.4909,0.526
"2054","LIN9","hurdle",0.0332815420214308,0.9292156,3.0107029,2.0814873,0.526
"1922","KBTBD12","hurdle",0.00637403724031708,-0.572491,2.115832,2.688323,0.526
"1867","INTS4","hurdle",0.0941979315192825,3.630435,4.513035,0.8826,0.526
"1769","HSPA2","hurdle",0.2884415836416,3.824956,4.372073,0.547117000000001,0.526
"1689","HEXIM2","hurdle",0.211795234395025,2.464308,3.111485,0.647177,0.526
"1589","GPD1L","hurdle",0.371009161085604,3.896771,4.491796,0.595025,0.526
"1447","FSTL3","hurdle",0.162978877170625,5.048142,6.456333,1.408191,0.526
"1147","EFHC2","hurdle",0.0290200631305108,0.7929181,2.757061,1.9641429,0.526
"800","CMPK2","hurdle",0.181525006660612,3.202711,4.088033,0.885322,0.526
"735","CHML","hurdle",0.206543774705341,2.597167,3.32188,0.724713,0.526
"510","C7orf60","hurdle",0.281572474658437,3.180001,3.931931,0.75193,0.526
"440","C11orf65","hurdle",0.0224777487135197,-0.1738111,1.8723799,2.046191,0.526
"435","C10orf12","hurdle",0.184964446528734,2.687084,3.740388,1.053304,0.526
"197","ANKRD6","hurdle",0.21638330382225,2.737148,3.429583,0.692435,0.526
"4495","ZNF837","hurdle",0.180992144532835,2.215396,3.507906,1.29251,0.525
"4459","ZNF616","hurdle",0.165044837397128,3.369775,4.18274,0.812965,0.525
"4400","ZMYND15","hurdle",0.0121365243538792,-0.5068149,2.2640667,2.7708816,0.525
"4395","ZKSCAN3","hurdle",0.14321280025802,2.095199,3.274028,1.178829,0.525
"4324","XDH","hurdle",0.0120439040667029,0.5846544,3.321327,2.7366726,0.525
"4092","TRMT12","hurdle",0.225953958201903,3.063488,3.634391,0.570903,0.525
"4084","TRIM69","hurdle",0.27100379630047,3.510373,4.200683,0.69031,0.525
"3946","TMEM238","hurdle",0.128673870210034,1.610322,2.321838,0.711516,0.525
"3603","SMG8","hurdle",0.353870045965666,3.722234,4.245339,0.523105000000001,0.525
"3421","SFXN2","hurdle",0.177624424820357,2.34885,3.282624,0.933774,0.525
"3386","SEMA3C","hurdle",0.0434998927385596,0.6964852,2.7284546,2.0319694,0.525
"3006","PTPN22","hurdle",1.89535851457046e-05,-3.321928,1.73176,5.053688,0.525
"2914","PRIM2","hurdle",0.165460955057818,1.986372,2.73263,0.746258,0.525
"2618","P2RX1","hurdle",1.89535851457046e-05,-3.321928,1.891461,5.213389,0.525
"2176","MAST2","hurdle",0.382003064513858,4.046656,4.571355,0.524699,0.525
"2096","LRRC69","hurdle",0.00321873189219407,0.564345,1.734417,1.170072,0.525
"2038","LEMD3","hurdle",0.208284669585831,4.137507,4.641091,0.503584,0.525
"1985","KLHL13","hurdle",0.0215555877724138,1.469507,3.763661,2.294154,0.525
"1898","ITM2A","hurdle",0.00886676734003642,0.258225,2.563458,2.305233,0.525
"1831","IL17C","hurdle",1.89535851457046e-05,-3.321928,4.329003,7.650931,0.525
"1664","HAUS1","hurdle",0.536006394188136,4.279737,4.885623,0.605886,0.525
"1399","FGF10","hurdle",1.8953585145702e-05,-3.321928,1.348782,4.67071,0.525
"1357","FANCI","hurdle",0.0546215417514341,0.834801,2.956107,2.121306,0.525
"520","C9orf72","hurdle",0.423417322564967,4.04251,4.582318,0.539808,0.525
"295","ATAD2B","hurdle",0.408343661524977,4.016345,4.518499,0.502154,0.525
"4507","ZSCAN29","hurdle",0.395052437411837,3.027532,3.673009,0.645477,0.524
"4412","ZNF215","hurdle",0.0149932740402469,-0.4975547,2.1601244,2.6576791,0.524
"4297","WDR25","hurdle",0.438296096111748,4.256806,5.027342,0.770536,0.524
"4294","WDR12","hurdle",0.217899593793699,4.224859,4.951476,0.726617,0.524
"4252","VEPH1","hurdle",0.0475284588640888,1.055586,2.927906,1.87232,0.524
"3869","TIAM2","hurdle",0.0175456263597573,1.199059,3.648062,2.449003,0.524
"3355","SCRIB","hurdle",0.424522379468841,3.481153,4.180233,0.69908,0.524
"3321","RYR2","hurdle",0.0463321613506497,1.071492,2.690788,1.619296,0.524
"3194","RNF183","hurdle",0.011316984409484,0.3387762,2.0252908,1.6865146,0.524
"3029","PYGL","hurdle",0.0893735775570675,2.305078,3.296264,0.991186,0.524
"2904","PPTC7","hurdle",0.354717658543695,3.101027,3.87882,0.777793,0.524
"2845","POLE","hurdle",0.111713649043882,1.185759,2.517966,1.332207,0.524
"2635","PALB2","hurdle",0.332408620027832,3.370898,3.992954,0.622056,0.524
"2570","NUSAP1","hurdle",0.0619889571557706,1.025418,2.437389,1.411971,0.524
"2542","NRXN2","hurdle",0.0603556268129217,0.8182016,1.9678637,1.1496621,0.524
"2458","NEU3","hurdle",0.0608735472854873,1.600039,3.183251,1.583212,0.524
"2083","LRP4","hurdle",0.0307567233402719,1.081236,2.402103,1.320867,0.524
"1839","IL27RA","hurdle",0.113886461348196,2.297557,4.039504,1.741947,0.524
