"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.gamma","log2fold_change","Auc"
"1020","DDX51","hurdle",0.193349241753008,3.306172,4.196367,0.890195,0.515
"978","DAB1","hurdle",0.124196875421789,0.5545288,2.293984,1.7394552,0.515
"830","CLUL1","hurdle",0.372308363507739,2.037007,3.172942,1.135935,0.515
"716","CDH4","hurdle",0.0280016864087369,-1.093431,2.515359,3.60879,0.515
"644","CCDC146","hurdle",0.338979620179291,0.5477726,1.6626554,1.1148828,0.515
"611","CARD8","hurdle",0.534999027094161,3.463922,4.158684,0.694762,0.515
"577","CACNG8","hurdle",0.125598321180698,-0.4710041,1.2051604,1.6761645,0.515
"565","CACHD1","hurdle",0.504939139709533,1.980709,2.828743,0.848034,0.515
"526","C2CD3","hurdle",0.320335629822196,3.145614,3.666689,0.521075,0.515
"371","BAG4","hurdle",0.335132763601216,3.935827,4.451431,0.515604,0.515
"354","ATXN8OS","hurdle",0.00119817761615866,-3.3219281,0.3279046,3.6498327,0.515
"299","ASTN2","hurdle",0.0778182065372523,2.316817,3.62073,1.303913,0.515
"162","ANKDD1B","hurdle",0.17935217601054,0.9942967,2.9520855,1.9577888,0.515
"4607","ZNF571","hurdle",0.0816103526858519,2.378044,3.748755,1.370711,0.514
"4597","ZNF548","hurdle",0.156242884780096,2.964919,3.814664,0.849745,0.514
"4522","ZNF333","hurdle",0.213169292397566,2.997939,4.0071,1.009161,0.514
"4489","ZNF200","hurdle",0.552593412638992,2.334233,3.153556,0.819323,0.514
"4467","ZMYM6","hurdle",0.389942507316143,3.981196,4.929725,0.948529,0.514
"4456","ZKSCAN4","hurdle",0.590916297458851,2.204488,2.865573,0.661085,0.514
"4413","ZCCHC12","hurdle",0.0224060412042375,-1.938523,1.189728,3.128251,0.514
"4176","TYW1B","hurdle",0.266209956734273,0.9193309,2.1056036,1.1862727,0.514
"4175","TYRP1","hurdle",0.186203914358987,0.181213,2.198318,2.017105,0.514
"3536","SLC25A16","hurdle",0.461195861452216,3.316571,3.877668,0.561097,0.514
"3512","SKP2","hurdle",0.66197800435173,2.491145,3.006742,0.515597,0.514
"3318","RORB","hurdle",0.332277147763367,1.671874,2.960986,1.289112,0.514
"3234","RET","hurdle",0.314303616933679,0.937977,2.721803,1.783826,0.514
"2852","PI15","hurdle",0.0245217500093647,-0.1936227,2.5252138,2.7188365,0.514
"2679","P2RX5-TAX1BP3","hurdle",0.266762065219916,0.2870635,1.6770157,1.3899522,0.514
"2271","MBLAC1","hurdle",0.348750202447317,2.629537,3.344591,0.715054,0.514
"2151","LRP8","hurdle",0.335747505788281,1.484543,2.404591,0.920048,0.514
"1845","INPP5D","hurdle",0.0159662042970354,-1.188615,1.214482,2.403097,0.514
"1523","GABBR2","hurdle",0.101913816778531,-2.0344569,0.1473486,2.1818055,0.514
"1127","DOCK9","hurdle",0.709213028947834,2.952829,3.681008,0.728179,0.514
"944","CTU2","hurdle",0.452127719641348,3.76896,4.295057,0.526097,0.514
"817","CLEC2D","hurdle",0.0608946378321218,2.412873,3.296671,0.883798,0.514
"690","CD274","hurdle",0.0295342210154195,-0.606297,2.330306,2.936603,0.514
"491","C16orf86","hurdle",0.24790032928476,2.768511,3.576515,0.808004,0.514
"466","C10orf88","hurdle",0.300515046178161,3.369505,4.065875,0.69637,0.514
"97","AGER","hurdle",0.128364769374788,0.8762319,2.7568636,1.8806317,0.514
"60","ACVR2A","hurdle",0.784653578239006,4.018814,4.590351,0.571537,0.514
"26","ABHD1","hurdle",0.321887712852535,-0.320129,1.011232,1.331361,0.514
"4700","ZSCAN12","hurdle",0.565624498035299,2.783395,3.360477,0.577082,0.513
"4514","ZNF286A","hurdle",0.429894056854879,2.80776,3.423912,0.616152,0.513
"4498","ZNF235","hurdle",0.283346679350174,2.115954,3.32682,1.210866,0.513
"4486","ZNF19","hurdle",0.546919028213975,2.710076,3.260991,0.550915,0.513
"4482","ZNF18","hurdle",0.674713382474615,2.901598,3.437478,0.53588,0.513
"4141","TTC27","hurdle",0.319176536846458,3.569532,4.329718,0.760186,0.513
"3916","TFCP2","hurdle",0.0239406063732449,4.196665,5.323211,1.126546,0.513
"3896","TDRD5","hurdle",0.121781374288875,0.4906739,2.5577729,2.067099,0.513
"3761","STAT5A","hurdle",0.344802304241,2.929732,3.862552,0.93282,0.513
"3599","SLCO2A1","hurdle",0.3592285616934,2.01123,3.219643,1.208413,0.513
"3451","SERPINA1","hurdle",0.650189566029161,10.64448,11.90389,1.25941,0.513
"3432","SEMA3D","hurdle",0.192223985386564,0.6588996,1.8039273,1.1450277,0.513
"3397","SCGB1D2","hurdle",0.0494808830439716,-2.722788,1.433048,4.155836,0.513
"3201","RBM20","hurdle",0.0584150478223415,-2.3087875,-0.1145378,2.1942497,0.513
"2739","PCDHB14","hurdle",0.450126666975646,1.682999,2.334619,0.65162,0.513
"2603","NRG1","hurdle",0.178199032092626,1.255281,1.883845,0.628564,0.513
"2477","NAP1L6","hurdle",0.119316150719784,0.2875562,2.5520866,2.2645304,0.513
"2462","NAA25","hurdle",0.656602020379517,4.425936,5.145652,0.719716,0.513
"2314","MEIG1","hurdle",0.184667377577889,0.2549486,1.9206303,1.6656817,0.513
"1933","KCNH3","hurdle",0.0748698156970245,-2.04557,1.053077,3.098647,0.513
"1884","ITGA7","hurdle",0.0453508407090896,1.961887,4.189808,2.227921,0.513
"1701","HCAR1","hurdle",0.0541897934647013,-2.3052654,0.8579892,3.1632546,0.513
"1699","HAUS5","hurdle",0.644628616486583,2.652179,3.792671,1.140492,0.513
"1661","GRIK1","hurdle",0.0358358658127436,-2.083818,2.180027,4.263845,0.513
"1658","GRHL1","hurdle",0.535788684114839,3.565602,4.171605,0.606002999999999,0.513
"1560","GHDC","hurdle",0.392840856950236,4.501697,5.056114,0.554417,0.513
"1541","GCC1","hurdle",0.528273192408583,4.125911,4.79537,0.669459,0.513
"1539","GBP4","hurdle",0.372434333491402,1.657318,2.471776,0.814458,0.513
"1455","FLT1","hurdle",0.310469985192758,0.2577019,1.0259545,0.7682526,0.513
"1307","FAM131B","hurdle",0.106171733117217,-1.211981,2.594431,3.806412,0.513
"1294","FAIM2","hurdle",0.579027121449421,2.725547,3.778465,1.052918,0.513
"1230","EMX2","hurdle",0.042577320277906,-1.9672585,-0.9111711,1.0560874,0.513
"1133","DPF3","hurdle",0.102409293375313,-0.6394874,1.87696,2.5164474,0.513
"1093","DNAH2","hurdle",0.040263061188606,-1.780246,1.580428,3.360674,0.513
"1084","DMGDH","hurdle",0.432797377549261,0.6934009,1.9573163,1.2639154,0.513
"1010","DDHD1","hurdle",0.822349131485506,4.159588,5.036365,0.876777,0.513
"865","COL28A1","hurdle",0.103467534366759,-1.503292,1.077883,2.581175,0.513
"856","CNTNAP4","hurdle",0.0589464306233263,-0.6073096,2.5225682,3.1298778,0.513
"615","CASC1","hurdle",0.402651587514168,0.7582366,1.9319984,1.1737618,0.513
"504","C1orf101","hurdle",0.137800573541541,-0.03296573,2.23845498,2.27142071,0.513
"492","C17orf107","hurdle",0.141854351776144,0.8506953,2.4779452,1.6272499,0.513
"479","C14orf178","hurdle",0.0561895137566265,-2.8336942,0.8705879,3.7042821,0.513
"461","C10orf107","hurdle",0.423922707638634,1.253789,2.38468,1.130891,0.513
"197","ANO8","hurdle",0.507805393347299,1.638151,2.362194,0.724043,0.513
"148","AMH","hurdle",0.301216394313654,0.7111785,1.8588074,1.1476289,0.513
"112","AICDA","hurdle",0.0447016449741017,-1.5248532,0.6308826,2.1557358,0.513
"4591","ZNF530","hurdle",0.340116138228082,1.266689,2.244406,0.977717,0.512
"4554","ZNF440","hurdle",0.678749753074096,2.25744,2.910624,0.653184,0.512
"4499","ZNF239","hurdle",0.591832097979355,2.410996,3.088094,0.677098,0.512
"4453","ZGPAT","hurdle",0.740485070191955,3.874757,4.422295,0.547538,0.512
"4419","ZCWPW1","hurdle",0.289409361279846,2.804978,3.78431,0.979332,0.512
"4280","VDR","hurdle",0.176696590931787,3.41393,4.678304,1.264374,0.512
"4204","UBXN10","hurdle",0.120779633262864,2.079586,3.573296,1.49371,0.512
"4150","TTC9B","hurdle",0.116083030762712,-0.3790645,0.785418,1.1644825,0.512
"4122","TSPEAR","hurdle",0.304055061893615,1.470171,2.059194,0.589023,0.512
"3693","SPATA9","hurdle",0.165630762629847,-1.0759067,0.7155115,1.7914182,0.512
"3494","SHE","hurdle",0.262274277681441,-0.1067805,1.2776478,1.3844283,0.512
"3240","RFPL2","hurdle",0.0998090894573781,-0.6250828,0.7363595,1.3614423,0.512
"3226","RECQL5","hurdle",0.161003514960471,3.788432,4.716701,0.928269,0.512
"3107","PWRN1","hurdle",0.107169562187993,-1.69960061,0.02706453,1.72666514,0.512
"2574","NOP9","hurdle",0.740748118502521,3.038299,3.553273,0.514974,0.512
"2509","NDST3","hurdle",0.014654223638634,-1.761198,2.135854,3.897052,0.512
"2411","MSS51","hurdle",0.371365124718925,0.3395788,1.8122692,1.4726904,0.512
"2374","MND1","hurdle",0.167453292826594,-0.809589,0.4929462,1.3025352,0.512
"2257","MARS2","hurdle",0.710202727832666,2.638215,3.382272,0.744057,0.512
"2123","LMLN","hurdle",0.787149198796385,3.625427,4.510659,0.885232,0.512
"1974","KHDRBS2","hurdle",0.128051937845985,-1.8980071,0.1793797,2.0773868,0.512
"1923","KC6","hurdle",0.117279860816386,-0.4714038,1.7510798,2.2224836,0.512
"1826","IL23R","hurdle",0.091670180855944,-0.3430611,1.2294878,1.5725489,0.512
"1812","IGSF5","hurdle",0.150697037959873,-1.539022,1.049351,2.588373,0.512
"1767","HPS6","hurdle",0.804053689436533,3.973788,4.501267,0.527479,0.512
"1645","GPRASP2","hurdle",0.632092285918956,2.411753,2.966896,0.555143,0.512
"1639","GPR162","hurdle",0.376486327709676,0.2571695,1.1171402,0.8599707,0.512
"1426","FER1L5","hurdle",0.186901525332473,-0.3775737,1.3675212,1.7450949,0.512
"1146","DSCR9","hurdle",0.175030443488808,-1.4452625,0.3094059,1.7546684,0.512
"1117","DNHD1","hurdle",0.521344760596942,2.851026,3.62852,0.777494,0.512
"1090","DNAH10","hurdle",0.332505650479315,-0.4528342,0.4597575,0.9125917,0.512
"1078","DLK2","hurdle",0.352683114541704,1.083234,2.715442,1.632208,0.512
"1069","DKFZp779M0652","hurdle",0.214186385381337,1.166967,2.489266,1.322299,0.512
"987","DARS2","hurdle",0.517794340065434,3.403641,4.217686,0.814045,0.512
"695","CD84","hurdle",0.181776966661217,-0.8975126,1.1731467,2.0706593,0.512
"667","CCHCR1","hurdle",0.6975292752107,3.152006,3.8454,0.693394,0.512
"589","CAMK1G","hurdle",0.034634198774956,0.665865,2.97218,2.306315,0.512
"538","C3orf35","hurdle",0.354114594035357,-0.05382201,1.81270925,1.86653126,0.512
"464","C10orf25","hurdle",0.0797979632038003,-0.7756011,2.5392256,3.3148267,0.512
"181","ANKRD34A","hurdle",0.431506122836045,0.8397839,1.746895,0.9071111,0.512
"177","ANKRD20A4","hurdle",0.0536105005935572,-2.489342,1.134194,3.623536,0.512
"5","AARS2","hurdle",0.0651770286024967,2.905296,3.856709,0.951413,0.512
"4681","ZNF823","hurdle",0.614550264397728,2.889199,3.808613,0.919414,0.511
"4642","ZNF674","hurdle",0.579589734976254,1.336516,1.979908,0.643392,0.511
"4622","ZNF614","hurdle",0.604412566128314,2.146042,2.761695,0.615653,0.511
"4575","ZNF500","hurdle",0.198419942381794,2.802976,3.549346,0.74637,0.511
"4571","ZNF491","hurdle",0.546291118799582,1.106209,1.847162,0.740953,0.511
"4541","ZNF404","hurdle",0.108240210116039,1.679341,3.678804,1.999463,0.511
"4531","ZNF346","hurdle",0.190441954346113,3.707314,4.620337,0.913023,0.511
"4492","ZNF214","hurdle",0.427137659100989,1.492938,2.365865,0.872927,0.511
"4354","XKR6","hurdle",0.434526554957191,1.391336,2.509951,1.118615,0.511
"4219","UMPS","hurdle",0.725801910982988,5.067415,5.625952,0.558537,0.511
"4066","TRAM1L1","hurdle",0.0551070209452612,2.800105,3.99027,1.190165,0.511
"4020","TNFRSF9","hurdle",0.0987077552838951,0.08990228,0.7622116,0.67230932,0.511
"3985","TMEM249","hurdle",0.374211952181761,0.8630975,2.1889133,1.3258158,0.511
"3813","SYCP3","hurdle",0.221493920098756,0.003160338,1.109820843,1.106660505,0.511
"3704","SPIB","hurdle",0.265395030936314,-0.1872983,1.3583429,1.5456412,0.511
"3696","SPDYA","hurdle",0.445238563187268,-0.4764127,0.2256634,0.7020761,0.511
"3687","SPAG8","hurdle",0.448081779063327,1.341768,1.962272,0.620504,0.511
"3095","PTPN6","hurdle",0.136079886662412,4.405552,4.974041,0.568489,0.511
"2969","POU6F1","hurdle",0.255175590491106,1.419665,2.573231,1.153566,0.511
"2952","POLG2","hurdle",0.391914737577183,2.756605,3.370531,0.613926,0.511
"2831","PHEX","hurdle",0.355498627797431,0.3173715,0.8353764,0.5180049,0.511
"2747","PCDHGA2","hurdle",0.342985116784565,0.203354,1.055022,0.851668,0.511
"2565","NLN","hurdle",0.585450419797069,3.832842,4.604038,0.771196,0.511
"2327","MEX3D","hurdle",0.606210781155213,1.403108,2.415948,1.01284,0.511
"2294","MDM1","hurdle",0.616830770528859,2.429204,3.381655,0.952451,0.511
"2157","LRRC39","hurdle",0.450016374180367,1.382239,2.840045,1.457806,0.511
"2118","LIPT1","hurdle",0.761016870791586,3.392384,4.033715,0.641331,0.511
"1770","HRH1","hurdle",0.184497580884622,-0.7345118,1.2783732,2.012885,0.511
"1621","GPAM","hurdle",0.417096700150262,2.758968,3.33415,0.575182,0.511
"1611","GNRH1","hurdle",0.106390076401061,-1.4868465,0.8927877,2.3796342,0.511
"1352","FAM213B","hurdle",0.0648602018604362,4.103927,4.729806,0.625879,0.511
"1276","EXD1","hurdle",0.254509352305643,-0.2662407,1.1981943,1.464435,0.511
"971","CYP2E1","hurdle",0.224007503528331,-0.7418147,1.6158597,2.3576744,0.511
"853","CNTNAP1","hurdle",0.559473510009002,0.4108666,0.9379608,0.5270942,0.511
"850","CNTLN","hurdle",0.596609269293476,3.612033,4.851299,1.239266,0.511
"833","CMC4","hurdle",0.220425363570998,2.751633,3.508272,0.756639,0.511
"815","CLDN16","hurdle",0.245571091380898,-0.690882,1.0054,1.696282,0.511
"656","CCDC30","hurdle",0.336907748436509,2.558346,3.276366,0.71802,0.511
"406","BEST4","hurdle",0.219980268785055,-0.8208923,1.5723916,2.3932839,0.511
"251","ARHGEF33","hurdle",0.253218177997884,-1.5247302,0.05738865,1.58211885,0.511
"96","AGBL2","hurdle",0.0338058952309696,0.3857092,3.1719998,2.7862906,0.511
"73","ADARB1","hurdle",0.59987068194471,1.865236,2.382377,0.517141,0.511
"4674","ZNF792","hurdle",0.493220777535011,1.197052,1.723877,0.526825,0.51
"4629","ZNF626","hurdle",0.649581037651611,3.677608,4.409961,0.732353,0.51
"4614","ZNF600","hurdle",0.302457994892175,2.705501,3.36891,0.663409,0.51
"4497","ZNF234","hurdle",0.822894028175756,3.196313,3.82265,0.626337,0.51
"4049","TPBGL","hurdle",0.31577646627655,-0.3325755,1.4180474,1.7506229,0.51
"3914","TFAP4","hurdle",0.567145711790607,1.030542,1.914251,0.883709,0.51
"3880","TBXA2R","hurdle",0.425613509371943,0.259509,2.015514,1.756005,0.51
"3862","TBC1D13","hurdle",0.928922300839127,4.497034,5.143077,0.646043,0.51
"3795","SUMO4","hurdle",0.429421012641818,-0.3874297,2.040845,2.4282747,0.51
"3759","STARD9","hurdle",0.4040484443536,1.01942,2.965947,1.946527,0.51
"3423","SEC16B","hurdle",0.760642092731016,2.32037,2.945578,0.625208,0.51
"3408","SCNN1D","hurdle",0.324570774243359,0.4329265,1.9628104,1.5298839,0.51
"3165","RAMP2","hurdle",0.231904729471231,2.746055,3.456424,0.710369,0.51
"3119","QRICH2","hurdle",0.296802481460269,0.2923729,2.5677702,2.2753973,0.51
"2884","PIWIL2","hurdle",0.571696510964498,1.634078,2.143623,0.509545,0.51
"2729","PCDHA11","hurdle",0.497732412497003,1.08943,1.771366,0.681936,0.51
"2622","NUDT11","hurdle",0.601158394627032,2.49313,3.574174,1.081044,0.51
"2350","MIS18A","hurdle",0.0881390500758837,3.132002,3.897218,0.765216,0.51
"2311","MEGF11","hurdle",0.00988728891702003,-3.3219281,-0.6555714,2.6663567,0.51
"2161","LRRC4B","hurdle",0.476746991800891,0.3746973,1.006134,0.6314367,0.51
"2086","LCA5L","hurdle",0.314122302530535,1.046866,2.144046,1.09718,0.51
"1819","IL10","hurdle",0.581407991261872,1.457311,2.098809,0.641498,0.51
"1638","GPR158","hurdle",0.573076766240112,2.840398,3.438336,0.597938,0.51
"1251","EPHX3","hurdle",0.260974160860422,0.1788037,1.3582101,1.1794064,0.51
"1189","EFCAB12","hurdle",0.517871087353334,1.143739,1.807312,0.663573,0.51
"960","CXorf56","hurdle",0.343892593631806,3.375244,3.899531,0.524287,0.51
"799","CHRNE","hurdle",0.311947983132978,-0.0560581,0.448821,0.5048791,0.51
"761","CEP72","hurdle",0.37730296937669,0.5401503,1.1935142,0.6533639,0.51
"499","C19orf44","hurdle",0.492913796896912,1.44438,2.446751,1.002371,0.51
"127","AKR1E2","hurdle",0.505577941602482,0.584685,1.319944,0.735259,0.51
"113","AIF1L","hurdle",0.156255418183159,1.631175,3.325293,1.694118,0.51
"4650","ZNF70","hurdle",0.576971248621539,0.9289872,1.8316792,0.902692,0.509
"4627","ZNF625","hurdle",0.433272407549768,1.16735,1.815982,0.648632,0.509
"4576","ZNF501","hurdle",0.683849652221325,1.368203,2.582016,1.213813,0.509
"4562","ZNF461","hurdle",0.486412323338319,2.240508,2.783331,0.542823,0.509
"4539","ZNF396","hurdle",0.379880725741298,1.688982,2.592532,0.90355,0.509
"4480","ZNF16","hurdle",0.822242285765925,3.241158,3.767755,0.526597,0.509
"4381","ZBBX","hurdle",0.0419979963625481,-2.2004588,0.7300021,2.9304609,0.509
"4367","XYLT2","hurdle",0.39819436068071,4.025937,4.599013,0.573076,0.509
"4264","USP6","hurdle",0.441542356870178,-0.382189,0.725928,1.108117,0.509
"4123","TSPO2","hurdle",0.0419979963625486,-2.9633873,0.4426115,3.4059988,0.509
"3810","SYCE1","hurdle",0.313199533565469,0.4974733,2.7899905,2.2925172,0.509
"3573","SLC45A2","hurdle",0.0419979963625471,-2.003056,1.378355,3.381411,0.509
"3439","SEMA6B","hurdle",0.0419979963625481,-2.7699251,-0.6381267,2.1317984,0.509
"3424","SEC22A","hurdle",0.813888129965432,4.533525,5.066777,0.533252,0.509
"3350","RTEL1","hurdle",0.17779551547853,-0.6875684,1.3239326,2.011501,0.509
"3341","RRP12","hurdle",0.291264655991251,3.831069,4.62219,0.791121,0.509
"3135","RAB37","hurdle",0.16144990044517,-0.5719811,2.0693754,2.6413565,0.509
"3117","QPCTL","hurdle",0.55098919425884,1.466624,2.32023,0.853606,0.509
"2934","PNMAL2","hurdle",0.558914436398251,0.6755796,1.6966334,1.0210538,0.509
"2888","PKHD1L1","hurdle",0.0419979963625471,-2.4429944,0.09337846,2.53637286,0.509
"2825","PHACTR3","hurdle",0.0419979963625471,-1.804876,1.250521,3.055397,0.509
"2821","PGM5","hurdle",0.0419979963625481,-1.96677472,0.09061721,2.05739193,0.509
"2774","PDDC1","hurdle",0.154936309904279,4.486691,5.263103,0.776412,0.509
"2700","PAPOLB","hurdle",0.760938182449597,0.5856714,1.3735428,0.7878714,0.509
"2585","NPL","hurdle",0.51269550447094,2.22577,4.175236,1.949466,0.509
"2493","NCAPG2","hurdle",0.210717072413618,1.416048,3.005655,1.589607,0.509
"2288","MCM8","hurdle",0.473606322625147,1.283635,2.217584,0.933949,0.509
"2099","LENG1","hurdle",0.609384294299948,4.391342,4.942819,0.551477,0.509
"2011","KIF11","hurdle",0.0430485559503008,0.8103593,2.8414997,2.0311404,0.509
"1753","HMHA1","hurdle",0.58994716569469,0.9492549,1.9398991,0.9906442,0.509
"1657","GREM2","hurdle",0.363106158493528,0.3270776,1.2826587,0.9555811,0.509
"1635","GPR146","hurdle",0.583182568613554,0.6287148,1.8511587,1.2224439,0.509
"1564","GIN1","hurdle",0.816261936547031,3.364518,4.018496,0.653978,0.509
"1417","FBXO48","hurdle",0.374600800226686,2.067209,3.290491,1.223282,0.509
"1371","FAM66C","hurdle",0.582471970557756,0.3732911,1.3824857,1.0091946,0.509
"1188","EFCAB10","hurdle",0.321043165432831,-1.1550774,-0.4894278,0.6656496,0.509
"1022","DDX60L","hurdle",0.317634667369374,3.275747,3.840132,0.564385,0.509
"831","CLVS2","hurdle",0.0419979963625471,-3.2115556,-0.1813284,3.0302272,0.509
"674","CCNB3","hurdle",0.387190904610184,0.2984835,1.5858222,1.2873387,0.509
"669","CCL27","hurdle",0.0419979963625484,-2.957153,1.100556,4.057709,0.509
"652","CCDC178","hurdle",0.291937797350852,0.2186309,0.7188103,0.5001794,0.509
"519","C20orf202","hurdle",0.0419979963625471,-3.043317,-0.457476,2.585841,0.509
"355","AURKA","hurdle",0.728561390970071,1.808489,2.575247,0.766758,0.509
"295","ASIC3","hurdle",0.672590981561662,1.409983,2.081463,0.67148,0.509
"136","ALG10","hurdle",0.441882957788113,1.319625,2.252297,0.932672,0.509
"67","ADAM29","hurdle",0.0419979963625481,-3.023112,0.192594,3.215706,0.509
"50","ACRBP","hurdle",0.427059192740778,1.347263,2.627897,1.280634,0.509
"20","ABCC6","hurdle",0.399794233916506,2.665472,3.518514,0.853042,0.509
"4706","ZSCAN31","hurdle",0.885347909407644,3.383834,4.118914,0.73508,0.508
"4432","ZFAT","hurdle",0.352757863999911,2.226878,2.920096,0.693218,0.508
"4303","VSTM2A","hurdle",0.55957820279129,1.953235,4.814707,2.861472,0.508
"4210","UCP3","hurdle",0.138028077722761,-2.2965111,0.6090335,2.9055446,0.508
"4133","TTBK1","hurdle",0.260156885014219,0.1459461,1.8100556,1.6641095,0.508
"4130","TSSK4","hurdle",0.0716512052656764,-2.704411,0.656554,3.360965,0.508
"4057","TPRG1","hurdle",0.21330760433275,-1.3613503,0.6606525,2.0220028,0.508
"3982","TMEM232","hurdle",0.601112884861129,0.7574687,1.7178626,0.9603939,0.508
"3690","SPATA5L1","hurdle",0.716712623043148,3.023801,3.556272,0.532471,0.508
"3638","SNAI3","hurdle",0.202625436562755,-2.32032196,-0.08278988,2.23753208,0.508
"3563","SLC37A2","hurdle",0.247022122617691,-1.6510183,0.4852889,2.1363072,0.508
"3346","RSG1","hurdle",0.613081981508011,1.277303,2.12884,0.851537,0.508
"3310","RNGTT","hurdle",0.175584417061084,4.121354,4.631845,0.510491,0.508
"3306","RNF39","hurdle",0.23080074983637,-1.7050742,0.5152786,2.2203528,0.508
"3211","RBM44","hurdle",0.217958588113628,-1.395685,0.752946,2.148631,0.508
